# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    q                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      Fx                   Fy                   Fz                   Mx                   My                   Mz                   
V0                   main_wing_right        4.592841308746e-02  -3.314186646903e-03   1.837112233860e-01  -8.181347937291e-04   2.569113255248e+00   0.000000000000e+00  -8.906689206580e-03   3.607209128665e-02   3.607115862855e-02   1.690189085809e-01   7.558864811182e+00   0.000000000000e+00  -6.904953010737e+01  -1.033335884536e-01  -9.156118467675e+00   1.137416797102e+06   6.234962712911e-02   4.962368606222e+00   1.236300000000e+00   7.207907193554e-03   1.414780925320e-02   0.000000000000e+00   5.822844570946e-02  -2.209814731700e-03  -5.294808978675e-01  -9.300717371850e-02   2.420798165436e+00  -2.034342140265e-02
V0                   main_wing_right        6.375199646360e-02  -6.386883700176e-03   2.550014896975e-01  -1.576329131097e-03   2.420713685352e+00   0.000000000000e+00  -1.236313603344e-02   5.007070093543e-02   5.006895937220e-02   1.859810138860e-01   7.930814833379e+00   0.000000000000e+00  -6.902665797571e+01  -1.487048853821e-01  -9.602861509309e+00   1.071671805911e+06   6.234704187516e-02   4.961957097200e+00   1.236300000000e+00   7.567151250998e-03   1.503090816673e-02   0.000000000000e+00   7.078087553627e-02  -3.323128726297e-03  -6.096415100345e-01  -1.492501122337e-01   2.791590527607e+00  -3.256357831845e-02
V0                   main_wing_right        8.426519384873e-02  -1.116178407422e-02   3.370457744944e-01  -2.753922015540e-03   2.214665722919e+00   0.000000000000e+00  -1.634116752768e-02   6.618172848712e-02   6.617877445950e-02   1.936453713713e-01   8.515674274486e+00   0.000000000000e+00  -6.898878801297e+01  -2.066888750220e-01  -1.030512224802e+01   9.804561713065e+05   6.234727454091e-02   4.961994131181e+00   1.236300000000e+00   8.132812711917e-03   1.650528002339e-02   0.000000000000e+00   8.531335807082e-02  -4.420015822745e-03  -6.788554099843e-01  -2.207103422367e-01   3.116184902722e+00  -4.805247642942e-02
V0                   main_wing_right        1.073415345596e-01  -1.812051782279e-02   4.293351303319e-01  -4.468736744270e-03   1.960533418310e+00   0.000000000000e+00  -2.081625780232e-02   8.430584409940e-02   8.430119140485e-02   1.912863970257e-01   9.376005006550e+00   0.000000000000e+00  -6.892914149909e+01  -2.798252218279e-01  -1.133778566212e+01   8.680785504786e+05   6.235657437749e-02   4.963474522312e+00   1.236300000000e+00   8.966704763998e-03   1.886466531093e-02   0.000000000000e+00   1.025280778110e-01  -5.142779987794e-03  -7.343132293708e-01  -3.059890219568e-01   3.383173959731e+00  -6.645108940944e-02
V0                   main_wing_right        1.328387452822e-01  -2.776891220687e-02   5.312962134763e-01  -6.843690586190e-03   1.687569704872e+00   0.000000000000e+00  -2.576081643769e-02   1.043313065726e-01   1.043243995145e-01   1.808755723422e-01   1.052874142225e+01   0.000000000000e+00  -6.884007655067e+01  -3.669980538348e-01  -1.271972553767e+01   7.474772379670e+05   6.237832729119e-02   4.966938114292e+00   1.236300000000e+00   1.008820988236e-02   2.238163793711e-02   0.000000000000e+00   1.224298785526e-01  -5.054743812655e-03  -7.742808266291e-01  -4.024216895581e-01   3.584814855885e+00  -8.707457442437e-02
V0                   main_wing_right        1.605996272335e-01  -4.062224450795e-02   6.422946626423e-01  -1.000273618893e-02   1.443396960520e+00   0.000000000000e+00  -3.114435858556e-02   1.261346522715e-01   1.261248850999e-01   1.677816032140e-01   1.182790507679e+01   0.000000000000e+00  -6.871830886170e+01  -4.550155978303e-01  -1.426870326567e+01   6.394190101585e+05   6.238744936224e-02   4.968390928987e+00   1.236300000000e+00   1.136164733795e-02   2.683361427837e-02   0.000000000000e+00   1.428986366757e-01  -3.974705864238e-03  -7.997936869410e-01  -5.069428266951e-01   3.721671429899e+00  -1.091181460770e-01
V0                   main_wing_right        1.904530253451e-01  -5.719022929203e-02   7.616389155071e-01  -1.406666797213e-02   1.285025047953e+00   0.000000000000e+00  -3.693369291840e-02   1.495814563195e-01   1.495681980197e-01   1.602657597925e-01   1.278434404153e+01   0.000000000000e+00  -6.857620602101e+01  -5.080720654407e-01  -1.537522245274e+01   5.682185565859e+05   6.227321566827e-02   4.950212976681e+00   1.236300000000e+00   1.232038854669e-02   2.684926516760e-02   0.000000000000e+00   1.605464303294e-01  -2.699704274709e-03  -8.154706951110e-01  -6.169291864773e-01   3.807565778803e+00  -1.341126154127e-01
V0                   main_wing_right        2.222148834902e-01  -7.796206244611e-02   8.885844548805e-01  -1.914890446825e-02   1.214503375463e+00   0.000000000000e+00  -4.309312626488e-02   1.745271613728e-01   1.745097846033e-01   1.610275278255e-01   1.312053750756e+01   0.000000000000e+00  -6.844359352472e+01  -5.040815541443e-01  -1.569541121731e+01   5.343689487947e+05   6.196407357033e-02   4.901186417292e+00   1.236300000000e+00   1.269604363822e-02   2.684926516760e-02   0.000000000000e+00   1.674273988665e-01  -2.332659043631e-03  -8.277158055184e-01  -7.322740483758e-01   3.854639587385e+00  -1.590397750010e-01
V0                   main_wing_right        2.556893792515e-01  -1.033917970155e-01   1.022338469621e+00  -2.535135918017e-02   1.172986790703e+00   0.000000000000e+00  -4.958468367022e-02   2.008179688644e-01   2.007958816664e-01   1.640134440340e-01   1.324965239889e+01   0.000000000000e+00  -6.833761788303e+01  -4.757542263806e-01  -1.574758470412e+01   5.127691754085e+05   6.156391949989e-02   4.838088659883e+00   1.236300000000e+00   1.288513951522e-02   2.684926516760e-02   0.000000000000e+00   1.698751103599e-01  -2.355239728091e-03  -8.358892529019e-01  -8.515822720568e-01   3.871557629622e+00  -1.840359971658e-01
V0                   main_wing_right        2.906701312313e-01  -1.338842762091e-01   1.162064907816e+00  -3.276051124923e-02   1.129142940707e+00   0.000000000000e+00  -5.636834252433e-02   2.282917872235e-01   2.282644660231e-01   1.653200478053e-01   1.344739479426e+01   0.000000000000e+00  -6.825076137639e+01  -4.533566304780e-01  -1.587013861250e+01   4.901439951574e+05   6.113251113390e-02   4.770520546773e+00   1.236300000000e+00   1.315594934636e-02   2.684926516760e-02   0.000000000000e+00   1.718452982707e-01  -2.066701530164e-03  -8.375286483031e-01  -9.711055482967e-01   3.855091078306e+00  -2.088361452319e-01
V0                   main_wing_right        3.269414714613e-01  -1.697818019165e-01   1.306889891695e+00  -4.144378304947e-02   1.083279595886e+00   0.000000000000e+00  -6.340227931460e-02   2.567792312241e-01   2.567462535989e-01   1.650115567159e-01   1.370329894616e+01   0.000000000000e+00  -6.817235038063e+01  -4.399258181458e-01  -1.604476480946e+01   4.665631723337e+05   6.065510587201e-02   4.696302138896e+00   1.236300000000e+00   1.350110374313e-02   2.684926516760e-02   0.000000000000e+00   1.729346864356e-01  -1.426490768482e-03  -8.318868883429e-01  -1.086487899601e+00   3.801646474655e+00  -2.324577612446e-01
V0                   main_wing_right        3.642797750675e-01  -2.113516769463e-01   1.455907455618e+00  -5.144632480635e-02   1.035742843492e+00   0.000000000000e+00  -7.064312748168e-02   2.861046663008e-01   2.860657419898e-01   1.631768175418e-01   1.401261321256e+01   0.000000000000e+00  -6.809621593002e+01  -4.342404355297e-01  -1.626131172064e+01   4.421766875332e+05   6.012310118887e-02   4.614281087310e+00   1.236300000000e+00   1.391896279734e-02   2.684926516760e-02   0.000000000000e+00   1.729119410839e-01  -4.040362259956e-04  -8.187679450762e-01  -1.193488247486e+00   3.710657919718e+00  -2.539610854705e-01
V0                   main_wing_right        4.024548389919e-01  -2.587747292905e-01   1.608185560647e+00  -6.278829662689e-02   9.869117578874e-01   0.000000000000e+00  -7.804624478881e-02   3.160872913947e-01   3.160422900602e-01   1.599266176181e-01   1.437257707595e+01   0.000000000000e+00  -6.801926384848e+01  -4.345013245313e-01  -1.651282430859e+01   4.171903222872e+05   5.953239781933e-02   4.524056810444e+00   1.236300000000e+00   1.441003042724e-02   2.684926516760e-02   0.000000000000e+00   1.716287068212e-01   1.008604374026e-03  -7.983228033907e-01  -1.288089092240e+00   3.583519568934e+00  -2.724812023608e-01
V0                   main_wing_right        4.412313012711e-01  -3.121349094837e-01   1.762772332076e+00  -7.546272615317e-02   9.371914828678e-01   0.000000000000e+00  -8.556598855599e-02   3.465422536518e-01   3.464912279673e-01   1.553905523801e-01   1.478118860867e+01   0.000000000000e+00  -6.794008547690e+01  -4.390789768799e-01  -1.679376353222e+01   3.918445851887e+05   5.888205920009e-02   4.425754082025e+00   1.236300000000e+00   1.497573720089e-02   2.684926516760e-02   0.000000000000e+00   1.689954619277e-01   2.790704240801e-03  -7.709680675828e-01  -1.366681402103e+00   3.423144475787e+00  -2.872738854040e-01
V0                   main_wing_right        4.803700921205e-01  -3.714100491114e-01   1.918702460247e+00  -8.943400571977e-02   8.870050314394e-01   0.000000000000e+00  -9.315599706234e-02   3.772817881025e-01   3.772249908190e-01   1.497135287101e-01   1.523656595897e+01   0.000000000000e+00  -6.785823200801e+01  -4.465876019860e-01  -1.709915717690e+01   3.663991371126e+05   5.817358545767e-02   4.319892734102e+00   1.236300000000e+00   1.561776111362e-02   2.684926516760e-02   0.000000000000e+00   1.649741156392e-01   4.890216359456e-03  -7.373382202039e-01  -1.426257581691e+00   3.233673603870e+00  -2.977591622230e-01
V0                   main_wing_right        5.196299078795e-01  -4.364638804607e-01   2.075003700296e+00  -1.046370767902e-01   8.367841882381e-01   0.000000000000e+00  -1.007694753815e-01   4.081163752950e-01   4.080542690469e-01   1.430519920750e-01   1.573651516893e+01   0.000000000000e+00  -6.777384278715e+01  -4.558421402923e-01  -1.742412353909e+01   3.411200721406e+05   5.741049383002e-02   4.207303722644e+00   1.236300000000e+00   1.633750470555e-02   2.684926516760e-02   0.000000000000e+00   1.595759082167e-01   7.224347669444e-03  -6.982461266243e-01  -1.464582623388e+00   3.020207591373e+00  -3.035554694865e-01
V0                   main_wing_right        5.587686987289e-01  -5.070394441155e-01   2.230703403518e+00  -1.209773320066e-01   7.869599556511e-01   0.000000000000e+00  -1.083594838878e-01   4.388559097457e-01   4.387891684968e-01   1.355699716150e-01   1.627819619969e+01   0.000000000000e+00  -6.768743303952e+01  -4.658163990208e-01  -1.776358645631e+01   3.162688452591e+05   5.659802178069e-02   4.089063015068e+00   1.236300000000e+00   1.713561611351e-02   2.684926516760e-02   0.000000000000e+00   1.528606787817e-01   9.683544291944e-03  -6.546433681971e-01  -1.480324059566e+00   2.788524844085e+00  -3.045000822936e-01
V0                   main_wing_right        5.975451610081e-01  -5.827540519544e-01   2.384835011901e+00  -1.383312468978e-01   7.379530124112e-01   0.000000000000e+00  -1.158792276550e-01   4.693108720028e-01   4.692403732190e-01   1.274350412023e-01   1.685784975935e+01   0.000000000000e+00  -6.759975193831e+01  -4.756238242079e-01  -1.811211030666e+01   2.920926094071e+05   5.574287080876e-02   3.966431536863e+00   1.236300000000e+00   1.801151131317e-02   2.684926516760e-02   0.000000000000e+00   1.449355728023e-01   1.213880483337e-02  -6.075778851067e-01  -1.473126757624e+00   2.544781405631e+00  -3.006534908143e-01
V0                   main_wing_right        6.357202249325e-01  -6.630960253810e-01   2.536444448181e+00  -1.565477346679e-01   6.901646511134e-01   0.000000000000e+00  -1.232823449621e-01   4.992934970966e-01   4.992203039824e-01   1.188142959198e-01   1.747056451055e+01   0.000000000000e+00  -6.751167863611e+01  -4.845206418593e-01  -1.846381550149e+01   2.688161267337e+05   5.485296154382e-02   3.840797941293e+00   1.236300000000e+00   1.896287346887e-02   2.684926516760e-02   0.000000000000e+00   1.359518737323e-01   1.445174379927e-02  -5.581487654102e-01  -1.443623015995e+00   2.295201073322e+00  -2.922871465694e-01
V0                   main_wing_right        6.730585285387e-01  -7.474234890585e-01   2.684596336591e+00  -1.754501990541e-01   6.439686291551e-01   0.000000000000e+00  -1.305231931292e-01   5.286189321733e-01   5.285442656345e-01   1.098704424010e-01   1.811006015438e+01   0.000000000000e+00  -6.742415105057e+01  -4.919251533035e-01  -1.881233582095e+01   2.466354916235e+05   5.393719220771e-02   3.713624334846e+00   1.236300000000e+00   1.998510335661e-02   2.684926516760e-02   0.000000000000e+00   1.260989609244e-01   1.648627298171e-02  -5.074591295284e-01  -1.393373098300e+00   2.045770149981e+00  -2.798555830579e-01
V0                   main_wing_right        7.093298687687e-01  -8.349655634159e-01   2.828379994071e+00  -1.948392425137e-01   5.997043087998e-01   0.000000000000e+00  -1.375571299195e-01   5.571063761739e-01   5.570315765868e-01   1.007580980347e-01   1.876844068755e+01   0.000000000000e+00  -6.733812575125e+01  -4.974471431965e-01  -1.915075705698e+01   2.257137907198e+05   5.300519032588e-02   3.586394798627e+00   1.236300000000e+00   2.107067375805e-02   2.684926516760e-02   0.000000000000e+00   1.155947375966e-01   1.812028797374e-02  -4.565686136059e-01  -1.324736439640e+00   1.801953423618e+00  -2.639552128095e-01
V0                   main_wing_right        7.443106207485e-01  -9.248263568299e-01   2.966915138029e+00  -2.144959704616e-01   5.576713811907e-01   0.000000000000e+00  -1.443407887736e-01   5.845801945331e-01   5.845066739133e-01   9.162038827995e-02   1.943581815586e+01   0.000000000000e+00  -6.725454420369e+01  -5.009293917796e-01  -1.947141668784e+01   2.061786127455e+05   5.206702076283e-02   3.460562969418e+00   1.236300000000e+00   2.220827931462e-02   2.684926516760e-02   0.000000000000e+00   1.046722112026e-01   1.925541737626e-02  -4.064470032473e-01  -1.240678441370e+00   1.568446757577e+00  -2.452728266211e-01
V0                   main_wing_right        7.777851165098e-01  -1.015992200101e+00   3.099357264380e+00  -2.341858173747e-01   5.181263725319e-01   0.000000000000e+00  -1.508323461789e-01   6.108710020247e-01   6.108001877937e-01   8.258592337940e-02   2.009956207181e+01   0.000000000000e+00  -6.717421725309e+01  -5.025157772461e-01  -1.976528665057e+01   1.881210088716e+05   5.113274097493e-02   3.337485956450e+00   1.236300000000e+00   2.338149658973e-02   2.684926516760e-02   0.000000000000e+00   9.356189157961e-02   1.982263652996e-02  -3.579296188565e-01  -1.144519307772e+00   1.348975211373e+00  -2.245262881960e-01
V0                   main_wing_right        8.095469746549e-01  -1.107342578362e+00   3.224902658334e+00  -2.536628076822e-01   4.812810255178e-01   0.000000000000e+00  -1.569917795254e-01   6.358167070779e-01   6.357499793054e-01   7.376622582777e-02   2.074248913599e+01   0.000000000000e+00  -6.709735469809e+01  -5.027523849330e-01  -2.002018501118e+01   1.715947977680e+05   5.021146007462e-02   3.218303517024e+00   1.236300000000e+00   2.456611588899e-02   2.684926516760e-02   0.000000000000e+00   8.246818520440e-02   1.978083068319e-02  -3.116710806803e-01  -1.039620761355e+00   1.146126602167e+00  -2.023959899244e-01
V0                   main_wing_right        8.394003727665e-01  -1.197665183570e+00   3.342793009731e+00  -2.726741537909e-01   4.473025428700e-01   0.000000000000e+00  -1.627811138583e-01   6.592635111259e-01   6.592021358468e-01   6.525366827543e-02   2.133773506841e+01   0.000000000000e+00  -6.702164180168e+01  -5.025340362229e-01  -2.021530223765e+01   1.566122483034e+05   4.930850442123e-02   3.103594400914e+00   1.236300000000e+00   2.572330712848e-02   2.684926516760e-02   0.000000000000e+00   7.153065717493e-02   1.910188012425e-02  -2.680779828820e-01  -9.289459246213e-01   9.611462851380e-01  -1.794292508971e-01
V0                   main_wing_right        8.671612547178e-01  -1.285675418230e+00   3.452319614266e+00  -2.909650855728e-01   4.163114209691e-01   0.000000000000e+00  -1.681646560061e-01   6.810668568248e-01   6.810242454697e-01   5.711996842567e-02   2.183702195237e+01   0.000000000000e+00  -6.693331383895e+01  -5.024992521171e-01  -2.030487636963e+01   1.430815138752e+05   4.840192943178e-02   2.990519562791e+00   1.236300000000e+00   2.678443534089e-02   2.684926516760e-02   0.000000000000e+00   6.073619130066e-02   1.772674657921e-02  -2.271216032774e-01  -8.141240137785e-01   7.933451339805e-01  -1.558327791107e-01
V0                   main_wing_right        8.926584654404e-01  -1.370040514012e+00   3.552827151302e+00  -3.082838003236e-01   3.833011177895e-01   0.000000000000e+00  -1.731092146415e-01   7.010923192981e-01   7.026142222641e-01   4.883058026620e-02   2.253851190901e+01   0.000000000000e+00  -6.678603041212e+01  -5.824502012379e-01  -2.050026972767e+01   1.279914409354e+05   4.702602989424e-02   2.822915839991e+00   1.236300000000e+00   2.814376788794e-02   2.684926516760e-02   0.000000000000e+00   5.052783910302e-02   1.539365455942e-02  -1.873815935648e-01  -6.914728393065e-01   6.384389880271e-01  -1.340846535838e-01
V0                   main_wing_right        9.157348061513e-01  -1.449408178827e+00   3.642555311163e+00  -3.293375492589e-01   3.311628969102e-01   0.000000000000e+00  -3.393074299011e-01   7.192164349103e-01   7.243888928677e-01   3.858001863727e-02   2.418782325003e+01   0.000000000000e+00  -6.657975907226e+01  -1.127182425282e+00  -2.157463206332e+01   1.053577413234e+05   4.480456358905e-02   2.562511378397e+00   1.236300000000e+00   3.077799605897e-02   2.684926516760e-02   0.000000000000e+00   4.063427607403e-02  -6.729821361806e-03  -1.419096030146e-01  -5.066522032327e-01   4.750989808905e-01  -1.676434232853e-01
V0                   main_wing_right        9.362480035364e-01  -1.522439354355e+00   3.716414176302e+00  -3.647166145264e-01   2.695037047665e-01   0.000000000000e+00  -5.541211305903e-01   7.353274624620e-01   7.411437327814e-01   2.803285881873e-02   2.621632204119e+01   0.000000000000e+00  -6.638835603921e+01  -2.501072369131e+00  -2.309991473372e+01   8.082981331827e+04   4.223809367893e-02   2.277350714489e+00   1.236300000000e+00   3.386599441202e-02   2.684926516760e-02   0.000000000000e+00   3.089655349138e-02  -2.283359096410e-02  -9.793469044983e-02  -3.284957910296e-01   3.240786823136e-01  -1.792095615582e-01
V0                   main_wing_right        9.540715869125e-01  -1.587844268497e+00   3.773197976212e+00  -4.076554423022e-01   2.177080760241e-01   0.000000000000e+00  -7.407692592407e-01   7.493260721108e-01   7.535974028554e-01   1.962809995348e-02   2.730393618321e+01   0.000000000000e+00  -6.629288945157e+01  -4.167892930175e+00  -2.393125369631e+01   6.151462769925e+04   3.979250990636e-02   2.021268303148e+00   1.236300000000e+00   3.568038618263e-02   2.684926516760e-02   0.000000000000e+00   2.197320193037e-02  -2.675688792958e-02  -6.414591351338e-02  -2.014238129515e-01   2.097742166815e-01  -1.565098253842e-01
V0                   main_wing_right        9.690956679612e-01  -1.644420536915e+00   3.814179476621e+00  -4.515261739838e-01   1.749139615174e-01   0.000000000000e+00  -8.981010680725e-01   7.611259577732e-01   7.640403118727e-01   1.316711027134e-02   2.752168026122e+01   0.000000000000e+00  -6.626813738681e+01  -5.715408465532e+00  -2.412836424096e+01   4.680472012986e+04   3.768449065387e-02   1.812786251834e+00   1.236300000000e+00   3.632283192806e-02   2.684926516760e-02   0.000000000000e+00   1.479295780242e-02  -2.432549008444e-02  -4.018163229040e-02  -1.173386887001e-01   1.300136175233e-01  -1.219128053440e-01
V0                   main_wing_right        9.812276182268e-01  -1.691091654825e+00   3.841927881231e+00  -4.912981202255e-01   1.409416193665e-01   0.000000000000e+00  -1.025146554166e+00   7.706543692302e-01   7.724378402181e-01   8.388432210010e-03   2.684989770824e+01   0.000000000000e+00  -6.626387364798e+01  -6.777612036648e+00  -2.378761229336e+01   3.592484075434e+04   3.589657949260e-02   1.644854300350e+00   1.236300000000e+00   3.572492888739e-02   2.684926516760e-02   0.000000000000e+00   9.250960164626e-03  -1.907466416349e-02  -2.376602648292e-02  -6.387305090056e-02   7.614862011024e-02  -8.598261767689e-02
V0                   main_wing_right        9.903926402016e-01  -1.726943887551e+00   3.859421675389e+00  -5.234990190180e-01   1.156260114371e-01   0.000000000000e+00  -1.121122439853e+00   7.778525606567e-01   7.787616035706e-01   4.976813189733e-03   2.483638827659e+01   0.000000000000e+00  -6.613075073087e+01  -6.747644608416e+00  -2.293999209471e+01   2.806577339036e+04   3.418369008875e-02   1.491623388494e+00   1.236300000000e+00   3.325142573757e-02   2.684926516760e-02   0.000000000000e+00   4.874785094676e-03  -1.266577624865e-02  -1.240172028372e-02  -3.004609270781e-02   3.919827759308e-02  -5.184458689901e-02
V0                   main_wing_right        9.965342284775e-01  -1.751259382307e+00   3.869381409406e+00  -5.459512216996e-01   9.883060169975e-02   0.000000000000e+00  -1.185437001882e+00   7.826761528089e-01   7.829898120980e-01   2.573637270726e-03   2.151343977191e+01   0.000000000000e+00  -6.557485226404e+01  -5.377177842424e+00  -2.195228605506e+01   2.267477154109e+04   3.231089243740e-02   1.332659521411e+00   1.116274438683e+00   2.892353990237e-02   2.684926516760e-02   0.000000000000e+00   1.654255146849e-03  -5.794491933383e-03  -4.597832294009e-03  -9.768442563665e-03   1.416746935612e-02  -2.137002883454e-02
V0                   main_wing_right        9.996145181204e-01  -1.763543340437e+00   3.873827902225e+00  -5.574414996506e-01   9.046253399439e-02   0.000000000000e+00  -1.217693719592e+00   7.850954066372e-01   7.850591987844e-01   7.884843754297e-04   9.967149831292e+00   0.000000000000e+00  -6.493705819568e+01   1.189892199453e+00  -1.976373611388e+01   1.900509719390e+04   2.958685607331e-02   1.117426425601e+00   1.036770618923e+00   1.342792275887e-02   2.061734892232e-02   0.000000000000e+00   4.053917923594e-05  -8.067710712564e-04  -4.453351571902e-04  -6.174677880627e-04   1.200552541511e-03  -2.231301871249e-03
