# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Swept Chord          Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    q                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      Fx                   Fy                   Fz                   Mx                   My                   Mz                   Circ                 
Horizon              wing_left              2.906701312313e-01  -1.844510655931e-01  -1.600965524887e+00  -4.513383782170e-02   1.101610567935e+00   1.073035441037e+00   0.000000000000e+00   5.636834252433e-02  -2.282917872235e-01  -2.282644660231e-01   2.164423588454e-01   8.142814494793e-02   0.000000000000e+00  -4.991231925920e+01   3.021740636553e-02  -3.968263357996e+00   3.325991532504e+05   4.365204012802e-02   2.432374215393e+00   5.116281239278e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.133859398307e-02   1.018006838596e-02  -2.683166423460e-01   4.300251597048e-01  -5.045438323727e-02   3.228462885485e-02   1.337778067536e+01
Horizon              wing_left              2.556893792515e-01  -1.424418734828e-01  -1.408465769528e+00  -3.492632105442e-02   1.112222556553e+00   1.089875947980e+00   0.000000000000e+00   4.958468367022e-02  -2.008179688644e-01  -2.007958816664e-01   2.099495695939e-01   8.143314071171e-02   0.000000000000e+00  -4.991586637070e+01   3.536624184151e-02  -3.992118206050e+00   3.399520650363e+05   4.392766190998e-02   2.463187521543e+00   5.116595132373e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.108926659494e-02   8.789801170093e-03  -2.636139755030e-01   3.715982562829e-01  -3.828623904279e-02   2.845147435720e-02   1.367436273945e+01
Horizon              wing_left              2.222148834902e-01  -1.074075754166e-01  -1.224194163893e+00  -2.638125950350e-02   1.122377597480e+00   1.105330669585e+00   0.000000000000e+00   4.309312626488e-02  -1.745271613728e-01  -1.745097846033e-01   2.019041349524e-01   8.182991858562e-02   0.000000000000e+00  -4.992049799385e+01   4.228631818198e-02  -4.031675202438e+00   3.466102103405e+05   4.416178349629e-02   2.489513628008e+00   5.141525421449e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.080162869652e-02   7.438600769982e-03  -2.574892719400e-01   3.154131036314e-01  -2.820507155961e-02   2.466627037656e-02   1.401010954576e+01
Horizon              wing_left              1.904530253451e-01  -7.879042284218e-02  -1.049302528574e+00  -1.937951169675e-02   1.132013081512e+00   1.119374736673e+00   0.000000000000e+00   3.693369291840e-02  -1.495814563195e-01  -1.495681980197e-01   1.923340816546e-01   8.274778528638e-02   0.000000000000e+00  -4.992806926284e+01   5.147373650026e-02  -4.094026602564e+00   3.525859994715e+05   4.435954012823e-02   2.511859651728e+00   5.199196687130e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.052775503092e-02   6.159144076746e-03  -2.502656285119e-01   2.627237180175e-01  -2.011635256205e-02   2.105454369375e-02   1.441150480607e+01
Horizon              wing_left              1.605996272335e-01  -5.596487129360e-02  -8.848831117715e-01  -1.378067239213e-02   1.141069602685e+00   1.132005852641e+00   0.000000000000e+00   3.114435858556e-02  -1.261346522715e-01  -1.261248850999e-01   1.812837261283e-01   8.447114339264e-02   0.000000000000e+00  -4.994251908866e+01   6.196908754108e-02  -4.194284080585e+00   3.579267248032e+05   4.452899846156e-02   2.531087469442e+00   5.307478470453e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.038240247450e-02   4.980898979772e-03  -2.426254024140e-01   2.147637612200e-01  -1.385938262972e-02   1.775728835669e-02   1.493448378851e+01
Horizon              wing_left              1.328387452822e-01  -3.825696035374e-02  -7.319616275797e-01  -9.428485980246e-03   1.350707880902e+00   1.343364276056e+00   0.000000000000e+00   2.576081643769e-02  -1.043313065726e-01  -1.043243995145e-01   1.983643330529e-01   7.512422981911e-02   0.000000000000e+00  -4.996483412485e+01   4.951592583907e-02  -3.739599464596e+00   4.257332845412e+05   4.463147947289e-02   2.542751189560e+00   4.720194570126e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.777084310606e-02   4.263996306443e-03  -2.373799923582e-01   1.737932485907e-01  -9.248989101500e-03   1.284444770573e-02   1.579811192385e+01
Horizon              wing_left              1.073415345596e-01  -2.496446122093e-02  -5.914908346865e-01  -6.156535163612e-03   1.921537589969e+00   1.914713745826e+00   0.000000000000e+00   2.081625780232e-02  -8.430584409940e-02  -8.430119140485e-02   2.573743638407e-01   5.612629033239e-02   0.000000000000e+00  -4.998120459539e+01   2.180361544065e-02  -2.798093185545e+00   6.074159696229e+05   4.467657004544e-02   2.547891598307e+00   3.526518827630e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.292606970465e-02   3.724279505198e-03  -2.308641238617e-01   1.365769419799e-01  -5.842978270113e-03   7.552677127536e-03   1.683991680857e+01
Horizon              wing_left              8.426519384873e-02  -1.537748139442e-02  -4.643446864670e-01  -3.794051584770e-03   2.506405969452e+00   2.500919406692e+00   0.000000000000e+00   1.634116752768e-02  -6.618172848712e-02  -6.617877445950e-02   3.012660731863e-01   4.491161081401e-02   0.000000000000e+00  -4.998978230416e+01   7.083897679623e-03  -2.241731203242e+00   7.941698366626e+05   4.472096481039e-02   2.552957754831e+00   2.821879731884e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   9.722495732107e-03   2.909587032427e-03  -2.167988888147e-01   1.006804511764e-01  -3.370708529419e-03   4.469847111945e-03   1.761810901618e+01
Horizon              wing_left              6.375199646360e-02  -8.799147574861e-03  -3.513130730086e-01  -2.171693317461e-03   2.737853305991e+00   2.734422259681e+00   0.000000000000e+00   1.236313603344e-02  -5.007070093543e-02  -5.006895937220e-02   2.894292103571e-01   4.208541942380e-02   0.000000000000e+00  -4.999390141729e+01   2.934552062514e-03  -2.102637711852e+00   8.691119874680e+05   4.476180925785e-02   2.557623207245e+00   2.644304889701e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.225026481665e-03   2.016239661973e-03  -1.955616243354e-01   6.870773386203e-02  -1.738637827553e-03   2.871818138519e-03   1.806735459255e+01
Horizon              wing_left              4.592841308746e-02  -4.565922720016e-03  -2.530971662576e-01  -1.127136350698e-03   2.750000000000e+00   2.748211142307e+00   0.000000000000e+00   8.906689206580e-03  -3.607209128665e-02  -3.607115862855e-02   2.490885317048e-01   4.239805183743e-02   0.000000000000e+00  -4.999601591769e+01   1.958089153253e-03  -2.119623463364e+00   8.740798269441e+05   4.479179574364e-02   2.561051121460e+00   2.663948163580e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.198170344439e-03   1.262015481436e-03  -1.697836310082e-01   4.297317834862e-02  -7.833322577608e-04   1.816074251257e-03   1.830560446522e+01
Horizon              wing_left              3.090433203876e-02  -2.067058848206e-03  -1.703053715831e-01  -5.103332556462e-04   2.750000000000e+00   2.749190001577e+00   0.000000000000e+00   5.993137191177e-03  -2.427220562427e-02  -2.427176720198e-02   2.059280647634e-01   4.266326532117e-02   0.000000000000e+00  -4.999711777670e+01   1.291232118034e-03  -2.133696325759e+00   8.747375574656e+05   4.480954053903e-02   2.563080704299e+00   2.680612018223e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.032539291416e-03   7.089137945549e-04  -1.413550084106e-01   2.407387901477e-02  -2.952677262897e-04   1.025908479082e-03   1.843396926027e+01
Horizon              wing_left              1.877238177318e-02  -7.626512058391e-04  -1.034498828886e-01  -1.883019091878e-04   2.750000000000e+00   2.749701115574e+00   0.000000000000e+00   3.640443004259e-03  -1.474379416725e-02  -1.474362333231e-02   1.614979828247e-01   4.279453036520e-02   0.000000000000e+00  -4.999765549197e+01   7.770872404001e-04  -2.140689621806e+00   8.750802447869e+05   4.481876267842e-02   2.564135815312e+00   2.688859644183e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   4.763005220947e-03   3.413640706823e-04  -1.112439778508e-01   1.150824076024e-02  -8.573723682685e-05   4.924719905848e-04   1.849792731146e+01
Horizon              wing_left              9.607359798385e-03  -1.997485809107e-04  -5.294383410265e-02  -4.932015497165e-05   2.750000000000e+00   2.749921714235e+00   0.000000000000e+00   1.863111787839e-03  -7.545602740750e-03  -7.545553108856e-03   1.160722121183e-01   4.284925660200e-02   0.000000000000e+00  -4.999788145255e+01   3.961845629016e-04  -2.143615762671e+00   8.752280094333e+05   4.482273473550e-02   2.564590327866e+00   2.692298195053e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   3.432934698396e-03   1.281266227857e-04  -8.007004534671e-02   4.239221516652e-03  -1.616319080279e-05   1.817271320460e-04   1.852470794895e+01
Horizon              wing_left              3.465771522537e-03  -2.599392518179e-05  -1.909903747944e-02  -6.418244963858e-06   2.750000000000e+00   2.749989812225e+00   0.000000000000e+00   6.721013798903e-04  -2.722010588556e-03  -2.722002076714e-03   6.993081762624e-02   4.286539334809e-02   0.000000000000e+00  -4.999795738982e+01   1.427512325552e-04  -2.144484737591e+00   8.752737104227e+05   4.482396520049e-02   2.564731135068e+00   2.693312096712e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.069991924054e-03   2.976222991515e-05  -4.826117992511e-02   9.217422752129e-04  -1.267783215400e-06   3.953407970246e-05   1.853265031460e+01
Horizon              wing_left              3.854818796385e-04  -3.215728784092e-07  -2.124298548365e-03  -7.940070946835e-08   2.750000000000e+00   2.749999873964e+00   0.000000000000e+00   7.475475562744e-05  -3.027567602911e-04  -3.027581663898e-04   2.335827638920e-02   4.286735985171e-02   0.000000000000e+00  -4.999798401700e+01   1.587616251630e-05  -2.144594999019e+00   8.752807187234e+05   4.482416010129e-02   2.564753438728e+00   2.693435655779e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.914911993908e-04   1.990778216828e-06  -1.612106990795e-02   3.424596556163e-05  -5.239003745159e-09   1.468933110893e-06   1.853364812401e+01
Horizon              wing_right             3.854818796385e-04  -3.215728784092e-07   2.124298548365e-03  -7.940070946835e-08   2.750000000000e+00   2.749999873964e+00   0.000000000000e+00  -7.475475562744e-05   3.027567602911e-04   3.027581663897e-04   2.335827638920e-02   4.286735985171e-02   0.000000000000e+00  -4.999798401700e+01  -1.587616251654e-05  -2.144594999019e+00   8.752807187234e+05   4.482416010129e-02   2.564753438728e+00   2.693435655778e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.914911993907e-04  -1.990778216828e-06  -1.612106990795e-02  -3.424596556163e-05  -5.239003745159e-09  -1.468933110893e-06   1.853364812401e+01
Horizon              wing_right             3.465771522537e-03  -2.599392518179e-05   1.909903747944e-02  -6.418244963858e-06   2.750000000000e+00   2.749989812225e+00   0.000000000000e+00  -6.721013798903e-04   2.722010588556e-03   2.722002076714e-03   6.993081762624e-02   4.286539334809e-02   0.000000000000e+00  -4.999795738982e+01  -1.427512325554e-04  -2.144484737591e+00   8.752737104227e+05   4.482396520049e-02   2.564731135068e+00   2.693312096712e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.069991924054e-03  -2.976222991515e-05  -4.826117992511e-02  -9.217422752129e-04  -1.267783215400e-06  -3.953407970246e-05   1.853265031460e+01
