# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Swept Chord          Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    q                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      Fx                   Fy                   Fz                   Mx                   My                   Mz                   Circ                 
Horizon              wing_left              8.582115860413e-01  -1.731578755827e+00  -4.707596260767e+00  -3.926472093295e-01   9.295043425251e-01   7.262305812305e-01   0.000000000000e+00   1.664290872798e-01  -6.740378034833e-01  -6.740351677532e-01   3.246784415731e-02   1.034464600725e-01   0.000000000000e+00  -4.985548252449e+01   2.710223085085e-02  -4.053667259579e+00   1.790157165324e+05   3.471475473235e-02   1.538329972698e+00   6.499732780075e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.619165150875e-03   3.284409793409e-03  -3.219078410233e-02   1.528308292110e-01  -5.676928577228e-02   6.642757846892e-03   9.147214420050e+00
Horizon              wing_left              8.499622862232e-01  -1.695503630977e+00  -4.662758472568e+00  -3.851520982158e-01   9.319833425681e-01   7.319234289888e-01   0.000000000000e+00   1.648293379153e-01  -6.675588185568e-01  -6.675518153136e-01   5.131885317453e-02   1.033321334455e-01   0.000000000000e+00  -4.985691935165e+01   2.792306354530e-02  -4.069836714102e+00   1.813910617001e+05   3.490179043527e-02   1.554951016061e+00   6.492549426245e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   4.196883240046e-03   5.190300556125e-03  -5.137767306745e-02   2.415607355456e-01  -8.872746962288e-02   1.076887944713e-02   9.258368248456e+00
Horizon              wing_left              8.384307765314e-01  -1.645874341496e+00  -4.600060768572e+00  -3.747950880880e-01   9.354486806759e-01   7.398621557188e-01   0.000000000000e+00   1.625930844503e-01  -6.585019920236e-01  -6.584904132885e-01   6.617084943575e-02   1.030283645182e-01   0.000000000000e+00  -4.985863829346e+01   2.854406947485e-02  -4.086413985109e+00   1.847163177863e+05   3.516024737853e-02   1.578065929325e+00   6.473463061635e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   5.498486711048e-03   6.684471608560e-03  -6.704074992495e-02   3.108968307508e-01  -1.124014559473e-01   1.429157269902e-02   9.400407218311e+00
Horizon              wing_left              8.245512713006e-01  -1.587358801491e+00  -4.524566353725e+00  -3.625152048994e-01   9.396196157640e-01   7.493863578384e-01   0.000000000000e+00   1.599014948411e-01  -6.476010541065e-01  -6.475862175560e-01   7.580776892685e-02   1.025119136795e-01   0.000000000000e+00  -4.986042831185e+01   2.878168993543e-02  -4.099710559229e+00   1.887260538208e+05   3.546692604044e-02   1.605714754648e+00   6.441013498422e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.398775671106e-03   7.638324770973e-03  -7.776789291134e-02   3.546350005362e-01  -1.257652027598e-01   1.682692305267e-02   9.556356395103e+00
Horizon              wing_left              8.094482055000e-01  -1.525173414293e+00  -4.442379436703e+00  -3.493836899717e-01   9.441582434772e-01   7.597097509195e-01   0.000000000000e+00   1.569726256704e-01  -6.357391339651e-01  -6.357233757155e-01   7.938978598385e-02   1.018276374977e-01   0.000000000000e+00  -4.986217627960e+01   2.865242157187e-02  -4.108337525436e+00   1.930975612792e+05   3.579534571332e-02   1.635589906859e+00   6.398019157907e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.795080959742e-03   7.967347611006e-03  -8.241514694202e-02   3.689030153557e-01  -1.280714815104e-01   1.803474116755e-02   9.712478284568e+00
Horizon              wing_left              7.943451396994e-01  -1.464513002354e+00  -4.360154411758e+00  -3.364929457501e-01   9.486968711904e-01   7.699887565021e-01   0.000000000000e+00   1.540437564997e-01  -6.238772138236e-01  -6.238630831674e-01   7.654011472967e-02   1.010626471706e-01   0.000000000000e+00  -4.986380647334e+01   2.827868316622e-02  -4.112638556447e+00   1.974761592761e+05   3.611833829220e-02   1.665239953504e+00   6.349953398069e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.627302984971e-03   7.642317273737e-03  -8.030037998263e-02   3.526936418989e-01  -1.198309912823e-01   1.770379133247e-02   9.858122485183e+00
Horizon              wing_left              7.804656344686e-01  -1.410089150049e+00  -4.284557772406e+00  -3.248589299818e-01   9.528678062786e-01   7.793938816113e-01   0.000000000000e+00   1.513521668905e-01  -6.129762759065e-01  -6.129657312675e-01   6.740302642351e-02   1.003155145802e-01   0.000000000000e+00  -4.986524597100e+01   2.780514738105e-02  -4.113813364352e+00   2.015046656950e+05   3.641041149199e-02   1.692280981600e+00   6.303009672923e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   5.889210823481e-03   6.692621891319e-03  -7.134034312131e-02   3.078359795929e-01  -1.025094065227e-01   1.579547049275e-02   9.984885217856e+00
Horizon              wing_left              7.689341247768e-01  -1.365820884436e+00  -4.221726183374e+00  -3.153478225331e-01   9.563331443863e-01   7.871766346831e-01   0.000000000000e+00   1.491159134255e-01  -6.039194493733e-01  -6.039133045270e-01   5.265965385976e-02   9.967531508646e-02   0.000000000000e+00  -4.986641978079e+01   2.735563127213e-02  -4.113261975947e+00   2.048538863574e+05   3.664962082160e-02   1.714589938957e+00   6.262784752397e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   4.631612197342e-03   5.201409405738e-03  -5.611595653436e-02   2.385464561364e-01  -7.810491420599e-02   1.244920488990e-02   1.008607996129e+01
Horizon              wing_left              7.606848249587e-01  -1.334674519849e+00  -4.176765357302e+00  -3.086300803477e-01   9.588121444293e-01   7.927261288951e-01   0.000000000000e+00   1.475161640609e-01  -5.974404644468e-01  -5.974382120301e-01   3.349157379609e-02   9.921119936294e-02   0.000000000000e+00  -4.986725510626e+01   2.701835500340e-02  -4.112205259764e+00   2.072505069843e+05   3.681882302387e-02   1.730458156723e+00   6.233623501449e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.958501349168e-03   3.294663839586e-03  -3.585504997929e-02   1.507749630034e-01  -4.876790412437e-02   7.959662066572e-03   1.015657636962e+01
Horizon              wing_left              7.563860442250e-01  -1.318614896976e+00  -4.153331642323e+00  -3.051579162673e-01   9.601039725673e-01   7.956121104541e-01   0.000000000000e+00   1.466825209762e-01  -5.940642099538e-01  -5.940638326809e-01   1.148916038552e-02   9.896900580146e-02   0.000000000000e+00  -4.986769174643e+01   2.684647461741e-02  -4.111505789922e+00   2.084996405882e+05   3.690637570103e-02   1.738697767210e+00   6.218406031179e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.017097247917e-03   1.127714145327e-03  -1.232882050424e-02   5.154981121150e-02  -1.656734165584e-02   2.737321511534e-03   1.019285351697e+01
Horizon              wing_left              7.554842142592e-01  -1.315260588854e+00  -4.148415177727e+00  -3.044319791376e-01   9.606494172905e-01   7.964446933838e-01   0.000000000000e+00   1.465076331741e-01  -5.933559143550e-01  -5.933556643776e-01   7.526246047063e-03   9.886462164547e-02   0.000000000000e+00  -4.986778224598e+01   2.648578105761e-02  -4.109150561575e+00   2.088203194967e+05   3.692449852979e-02   1.740405757106e+00   6.211847381227e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.658476117067e-04   7.374909192121e-04  -8.075832264919e-03   3.372642096070e-02  -1.082452920648e-02   1.792219597780e-03   1.019759075723e+01
Horizon              wing_left              7.526529832069e-01  -1.304763230358e+00  -4.132979462968e+00  -3.021585382459e-01   9.615053139180e-01   7.983481954858e-01   0.000000000000e+00   1.459585853546e-01  -5.911322706863e-01  -5.911312806749e-01   2.234232917757e-02   9.870701733051e-02   0.000000000000e+00  -4.986805940410e+01   2.637801363823e-02  -4.108693817168e+00   2.096449004095e+05   3.698191768968e-02   1.745822775084e+00   6.201944810066e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.979431219194e-03   2.185968679526e-03  -2.401072859244e-02   9.989635726432e-02  -3.192641784529e-02   5.328777021525e-03   1.022154161456e+01
Horizon              wing_left              7.470869352801e-01  -1.284272563717e+00  -4.102630050213e+00  -2.977137856445e-01   9.631879606400e-01   8.020852316115e-01   0.000000000000e+00   1.448791868808e-01  -5.867607068672e-01  -5.867578895957e-01   3.645455001330e-02   9.838945989756e-02   0.000000000000e+00  -4.986861040867e+01   2.612560200912e-02  -4.107362771619e+00   2.112659689705e+05   3.709424182331e-02   1.756443956703e+00   6.181992088097e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   3.237958145807e-03   3.555597531536e-03  -3.929031598619e-02   1.622521814486e-01  -5.142345961818e-02   8.717788032950e-03   1.026744767540e+01
Horizon              wing_left              7.389756155651e-01  -1.254757731158e+00  -4.058393748914e+00  -2.912951737552e-01   9.656400569403e-01   8.075180905859e-01   0.000000000000e+00   1.433061953729e-01  -5.803900912603e-01  -5.803849071042e-01   4.941172908930e-02   9.792486315699e-02   0.000000000000e+00  -4.986941191812e+01   2.574833458767e-02  -4.105067972148e+00   2.136279706408e+05   3.725660929094e-02   1.771854085235e+00   6.152800613956e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   4.404176165222e-03   4.796472133091e-03  -5.347296942789e-02   2.184115540454e-01  -6.837853705893e-02   1.185547052677e-02   1.033322503515e+01
Horizon              wing_left              7.285952453265e-01  -1.217580010343e+00  -4.001768206241e+00  -2.831825446496e-01   9.687780996206e-01   8.144475766508e-01   0.000000000000e+00   1.412931771703e-01  -5.722373675395e-01  -5.722296481926e-01   6.079035518556e-02   9.732982855637e-02   0.000000000000e+00  -4.987043127958e+01   2.525890087548e-02  -4.101629712409e+00   2.166495725707e+05   3.746210476675e-02   1.791453944511e+00   6.115413487357e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   5.440785658825e-03   5.862974329258e-03  -6.611670336733e-02   2.662440134266e-01  -8.204311189759e-02   1.463412272200e-02   1.041571523446e+01
