# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    q                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      Fx                   Fy                   Fz                   Mx                   My                   Mz                   
Horizon              winglet_left           4.803700921205e-01  -2.156765684256e+00  -5.170309810777e+00  -5.447378789017e-01   4.311075852251e-01   0.000000000000e+00   7.194955080141e-01  -7.445865258680e-01  -7.448724678958e-01   1.267710828025e-02   8.062398969732e+00   0.000000000000e+00  -5.040121258094e+01   1.119131060521e+00  -5.633658607479e+00   9.722343263887e+04   3.176016567574e-02   1.287617344030e+00   8.841409817223e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.488551483551e-03   8.385148670749e-03  -1.165152594594e-02   6.480970701000e-02  -2.594048170721e-02  -1.038852857120e-02
Horizon              winglet_left           4.412313012711e-01  -2.136950777941e+00  -5.153777177769e+00  -5.308889160435e-01   4.521516824584e-01   0.000000000000e+00   6.750939582520e-01  -7.415125724229e-01  -7.417948502634e-01   1.317662550218e-02   7.930107598834e+00   0.000000000000e+00  -5.042684637959e+01   1.000019036016e+00  -5.514145040366e+00   1.027175446615e+05   3.199321991836e-02   1.306583598169e+00   8.696336095396e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.523336809500e-03   8.178922260550e-03  -1.244762203749e-02   6.849436954761e-02  -2.740867822410e-02  -9.627015804550e-03
Horizon              winglet_left           4.024548389919e-01  -2.117439537809e+00  -5.136807359383e+00  -5.179052156103e-01   4.731084997397e-01   0.000000000000e+00   6.311034572140e-01  -7.384670761972e-01  -7.387422557876e-01   1.357889386231e-02   7.797568709099e+00   0.000000000000e+00  -5.044927807153e+01   8.940967127659e-01  -5.393747890596e+00   1.082469240708e+05   3.222198467488e-02   1.325335628117e+00   8.550990938792e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.544025014960e-03   7.862265987455e-03  -1.313841925730e-02   7.156143729298e-02  -2.861946700800e-02  -8.716513798690e-03
Horizon              winglet_left           3.642797750675e-01  -2.098347157954e+00  -5.119558838543e+00  -5.058640313947e-01   4.938444658604e-01   0.000000000000e+00   5.877952209673e-01  -7.354688136878e-01  -7.357336394398e-01   1.387119791980e-02   7.666033668970e+00   0.000000000000e+00  -5.046795806754e+01   8.012028177601e-01  -5.274513060198e+00   1.137713226732e+05   3.244442552237e-02   1.343697400239e+00   8.406746626462e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.549977541802e-03   7.445720104652e-03  -1.369959062239e-02   7.390238224408e-02  -2.953057493551e-02  -7.688504396844e-03
Horizon              winglet_left           3.269414714613e-01  -2.079784240225e+00  -5.102199495694e+00  -4.948199442739e-01   5.142255407036e-01   0.000000000000e+00   5.454362591898e-01  -7.325362701801e-01  -7.327877453198e-01   1.404214646162e-02   7.536629155358e+00   0.000000000000e+00  -5.048240451697e+01   7.207584997996e-01  -5.158273960951e+00   1.192487066737e+05   3.265859574380e-02   1.361495823428e+00   8.264838697900e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.540855279462e-03   6.943723895680e-03  -1.410962892875e-02   7.542603467580e-02  -3.010742980495e-02  -6.579696496902e-03
Horizon              winglet_left           2.906701312313e-01  -2.061856301711e+00  -5.084903005780e+00  -4.848046575605e-01   5.341182046589e-01   0.000000000000e+00   5.042877289668e-01  -7.296875257801e-01  -7.299229859824e-01   1.408197884769e-02   7.410378639364e+00   0.000000000000e+00  -5.049220798889e+01   6.518490858164e-01  -5.046601745134e+00   1.246357597029e+05   3.286266333320e-02   1.378563624330e+00   8.126389514756e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.516623436610e-03   6.373846173448e-03  -1.435082137612e-02   7.606260506233e-02  -3.032459759493e-02  -5.430071827404e-03
Horizon              winglet_left           2.556893792515e-01  -2.044663354410e+00  -5.067845215441e+00  -4.758275789753e-01   5.533904840580e-01   0.000000000000e+00   4.646033246702e-01  -7.269401439441e-01  -7.271573224415e-01   1.398283957595e-02   7.288214927483e+00   0.000000000000e+00  -5.049704453886e+01   5.933103295916e-01  -4.940773414488e+00   1.298884682939e+05   3.305494063323e-02   1.394742589029e+00   7.992422013819e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.477542381069e-03   5.755803393785e-03  -1.441000018489e-02   7.576642048543e-02  -3.016665472911e-02  -4.280724187947e-03
Horizon              winglet_left           2.222148834902e-01  -2.028299553528e+00  -5.051200652051e+00  -4.678771552231e-01   5.719130007894e-01   0.000000000000e+00   4.266277138490e-01  -7.243110631950e-01  -7.245081457791e-01   1.373901409571e-02   7.170986634879e+00   0.000000000000e+00  -5.049669864713e+01   5.438178919691e-01  -4.841758273979e+00   1.349627924096e+05   3.323391916369e-02   1.409887362661e+00   7.863866805750e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.424146204254e-03   5.110343236829e-03  -1.427902462436e-02   7.451723134910e-02  -2.962846474507e-02  -3.171658670090e-03
Horizon              winglet_left           1.904530253451e-01  -2.012852909813e+00  -5.035139297733e+00  -4.609228899097e-01   5.895600333926e-01   0.000000000000e+00   3.905950287721e-01  -7.218164926897e-01  -7.219921613035e-01   1.334711980136e-02   7.059460901917e+00   0.000000000000e+00  -5.049109521614e+01   5.019782043940e-01  -4.750222402909e+00   1.398154154894e+05   3.339831033182e-02   1.423869840053e+00   7.741565154098e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.357211394429e-03   4.458079960043e-03  -1.395497413564e-02   7.232006976787e-02  -2.871488009344e-02  -2.139710792334e-03
Horizon              winglet_left           1.605996272335e-01  -1.998405060532e+00  -5.019823735303e+00  -4.549179460729e-01   6.062105763427e-01   0.000000000000e+00   3.567274229250e-01  -7.194718122849e-01  -7.196252762078e-01   1.280624719361e-02   6.954324363659e+00   0.000000000000e+00  -5.048033793373e+01   4.664180853916e-01  -4.666550159116e+00   1.444045574275e+05   3.354709076439e-02   1.436584005674e+00   7.626270038464e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.277718363450e-03   3.818367769657e-03  -1.344005675459e-02   6.920375992363e-02  -2.743993444577e-02  -1.216724505975e-03
Horizon              winglet_left           1.328387452822e-01  -1.985031093015e+00  -5.005406741516e+00  -4.498022124879e-01   6.217493839113e-01   0.000000000000e+00   3.252337013599e-01  -7.172914777150e-01  -7.174224916690e-01   1.211804737563e-02   6.856184342046e+00   0.000000000000e+00  -5.046474944622e+01   4.358692139609e-01  -4.590881142881e+00   1.486908188070e+05   3.367954862016e-02   1.447950863332e+00   7.518647461882e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.186808650931e-03   3.208290519386e-03  -1.274125910092e-02   6.521828037307e-02  -2.582562463648e-02  -4.280964141478e-04
Horizon              winglet_left           1.073415345596e-01  -1.972799414319e+00  -4.992029368773e+00  -4.455056989324e-01   6.360679849362e-01   0.000000000000e+00   2.963080333430e-01  -7.152889314676e-01  -7.153978003066e-01   1.128676332813e-02   6.765572297068e+00   0.000000000000e+00  -5.044490677537e+01   4.092421798937e-01  -4.523160246048e+00   1.526380068307e+05   3.379532461825e-02   1.457922855081e+00   7.419280235448e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.085740416038e-03   2.641831757088e-03  -1.186978178122e-02   6.043125035620e-02  -2.390040208900e-02   2.082439006119e-04
Horizon              winglet_left           8.426519384873e-02  -1.961771660281e+00  -4.979819522231e+00  -4.419521197885e-01   6.490656550423e-01   0.000000000000e+00   2.701287552364e-01  -7.134765199064e-01  -7.135640898836e-01   1.031920375004e-02   6.682951468863e+00   0.000000000000e+00  -5.042166382604e+01   3.856844550452e-01  -4.463197204309e+00   1.562138786868e+05   3.389443972643e-02   1.466487003023e+00   7.328676358818e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   9.758443564193e-04   2.129270618989e-03  -1.084031632321e-02   5.492385451715e-02  -2.169750183326e-02   6.823860193541e-04
Horizon              winglet_left           6.375199646360e-02  -1.952002637200e+00  -4.968891007598e+00  -4.390625270302e-01   6.606503333111e-01   0.000000000000e+00   2.468572709951e-01  -7.118654171512e-01  -7.119330540849e-01   9.224659625814e-03   6.608730200889e+00   0.000000000000e+00  -5.039615281423e+01   3.646180230292e-01  -4.410730802136e+00   1.593907344991e+05   3.397730169563e-02   1.473666029279e+00   7.247283630700e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.584815726083e-04   1.676828471181e-03  -9.670226670510e-03   4.878653489048e-02  -1.925323505184e-02   9.925277684432e-04
Horizon              winglet_left           4.592841308746e-02  -1.943540289535e+00  -4.959342997913e+00  -4.367588615794e-01   6.707394710802e-01   0.000000000000e+00   2.266370570579e-01  -7.104655561864e-01  -7.105151111477e-01   8.014765054736e-03   6.543281861646e+00   0.000000000000e+00  -5.036975860559e+01   3.457546994508e-01  -4.365492377538e+00   1.621458019807e+05   3.404468482531e-02   1.479516917333e+00   7.175511495475e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.350042682277e-04   1.286570400685e-03  -8.378699729428e-03   4.211476685830e-02  -1.660536012551e-02   1.144636862018e-03
Horizon              winglet_left           3.090433203876e-02  -1.936425687261e+00  -4.951259846920e+00  -4.349673046713e-01   6.792608014427e-01   0.000000000000e+00   2.095927777678e-01  -7.092855676201e-01  -7.093193310546e-01   6.703305216440e-03   6.486972179313e+00   0.000000000000e+00  -5.034406312906e+01   3.290883648023e-01  -4.327264189214e+00   1.644613710587e+05   3.409767965285e-02   1.484126610110e+00   7.113761018965e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.067196470757e-04   9.565463891784e-04  -6.985925195485e-03   3.500519731868e-02  -1.379162820740e-02   1.151745627841e-03
Horizon              winglet_left           1.877238177318e-02  -1.930693027021e+00  -4.944711163185e+00  -4.336213265491e-01   6.861530190847e-01   0.000000000000e+00   1.958295167743e-01  -7.083327264744e-01  -7.083533719201e-01   5.305975619081e-03   6.440195947438e+00   0.000000000000e+00  -5.032075866236e+01   3.148623245851e-01  -4.295930632870e+00   1.663246472940e+05   3.413760944703e-02   1.487604592726e+00   7.062465140746e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   4.748569358147e-04   6.811409867739e-04  -5.512355216033e-03   2.755236163041e-02  -1.084857387249e-02   1.032956237856e-03
Horizon              winglet_left           9.607359798385e-03  -1.926369641747e+00  -4.939752053411e+00  -4.326643469418e-01   6.913663613171e-01   0.000000000000e+00   1.854321291583e-01  -7.076129073318e-01  -7.076234261212e-01   3.840097949760e-03   6.403428707959e+00   0.000000000000e+00  -5.030152639324e+01   3.035070127192e-01  -4.271524549072e+00   1.677272882278e+05   3.416590692575e-02   1.490071836739e+00   7.022145350904e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   3.405369577503e-04   4.515890139955e-04  -3.978080458235e-03   1.984611757803e-02  -7.810591627604e-03   8.122407692021e-04
Horizon              winglet_left           3.465771522537e-03  -1.923476014154e+00  -4.936423445217e+00  -4.320519389971e-01   6.948630825047e-01   0.000000000000e+00   1.784647182718e-01  -7.071305481166e-01  -7.071341766389e-01   2.324298893077e-03   6.377311301210e+00   0.000000000000e+00  -5.028786265579e+01   2.955332531357e-01  -4.254281018993e+00   1.686645249855e+05   3.418392932378e-02   1.491644266862e+00   6.993504409505e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.047426450511e-04   2.566090036561e-04  -2.402340953700e-03   1.196984062484e-02  -4.709304659052e-03   5.171151297176e-04
Horizon              winglet_left           3.854818796385e-04  -1.922025790305e+00  -4.934752408390e+00  -4.317535246943e-01   6.966181487691e-01   0.000000000000e+00   1.749702405199e-01  -7.068886227337e-01  -7.068882039392e-01   7.781591769066e-04   6.362939132867e+00   0.000000000000e+00  -5.028052696574e+01   2.911187246962e-01  -4.244818518353e+00   1.691321945715e+05   3.419235172062e-02   1.492379394034e+00   6.977743563289e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.828620030602e-05   8.310504139666e-05  -8.031610038137e-04   3.999281592437e-03  -1.573178970767e-03   1.772454585512e-04
Horizon              wing_left              9.999105086554e-01  -1.921465294030e+00  -4.934106107475e+00  -4.316395207591e-01   6.971136176815e-01   0.000000000000e+00   1.745173060133e-01  -7.067950893538e-01  -7.067951092318e-01   1.626664362003e-03   7.475891591907e+00  -1.000000000000e+00  -4.968031519582e+01   1.429260971796e-01  -4.946683677312e+00   1.668525400591e+05   3.370751441537e-02   1.450356472118e+00   7.073433704174e-01   1.147567926828e-02   2.000000000000e-03   1.790172893573e-02   1.568484503594e-04   1.484510869273e-04  -1.654782960856e-03   8.241208582796e-03  -3.233175653484e-03   4.911553279144e-04
Horizon              wing_left              9.991957233649e-01  -1.918439420234e+00  -4.930614807776e+00  -4.310241911943e-01   6.975627918564e-01   0.000000000000e+00   1.743925524456e-01  -7.062898374049e-01  -7.062897699932e-01   4.867150589695e-03   7.475361936637e+00  -1.000000000000e+00  -4.968640707969e+01   1.463679461743e-01  -4.948770210295e+00   1.670653164306e+05   3.372876685293e-02   1.452185935249e+00   7.073337920824e-01   1.147073059418e-02   2.000000000000e-03   1.789400914674e-02   4.700958678478e-04   4.443956354922e-04  -4.957473840367e-03   2.467164430308e-02  -9.670862867473e-03   1.472780919779e-03
Horizon              wing_left              9.977722510801e-01  -1.912422704054e+00  -4.923661766393e+00  -4.298000792457e-01   6.984571338260e-01   0.000000000000e+00   1.741441096638e-01  -7.052836441386e-01  -7.052834442369e-01   8.069183628941e-03   7.478719169925e+00  -1.000000000000e+00  -4.969592822538e+01   1.516549369999e-01  -4.955731966545e+00   1.674761939811e+05   3.376842446100e-02   1.455602845071e+00   7.077983359669e-01   1.146089728375e-02   2.000000000000e-03   1.787866946586e-02   7.828933744944e-04   7.374300079281e-04  -8.243704361579e-03   4.096710936801e-02  -1.603142663807e-02   2.456828533012e-03
Horizon              wing_left              9.956522363646e-01  -1.903484556768e+00  -4.913305855749e+00  -4.279801793743e-01   6.997887257692e-01   0.000000000000e+00   1.737740972941e-01  -7.037850940410e-01  -7.037847021029e-01   1.120737625618e-02   7.486485748016e+00  -1.000000000000e+00  -4.970685127981e+01   1.574859943515e-01  -4.967802383323e+00   1.680719363399e+05   3.382405993510e-02   1.460403179582e+00   7.087930640875e-01   1.144630500255e-02   2.000000000000e-03   1.785590592773e-02   1.095384343953e-03   1.025467918650e-03  -1.150371673527e-02   5.704499576503e-02  -2.226750342531e-02   3.447277677581e-03
