# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    q                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      Fx                   Fy                   Fz                   Mx                   My                   Mz                   
Horizon              wing_left              6.644307386554e-01  -8.040917021929e-01  -3.287986174984e+00  -1.908596610993e-01   8.991975497705e-01   0.000000000000e+00   1.159650404099e-01  -4.696584136603e-01  -4.696584060987e-01   1.789322123196e-03   4.699279403270e+00   4.000000000000e+00  -4.988371669808e+01   4.593205166610e-02  -3.661774449874e+00   2.542702400983e+05   3.982335921828e-02   2.024403511604e+00   8.990178099270e-01  -3.914510157674e-02   8.000000000000e-03  -6.106523031932e-02   2.013293958039e-04   2.555971166858e-04  -3.240433913137e-03   1.064557986073e-02  -2.756964806980e-03   4.432894324056e-04
Horizon              wing_left              6.637159533649e-01  -8.022935565232e-01  -3.284464849949e+00  -1.904496927421e-01   8.996020535106e-01   0.000000000000e+00   1.158402868423e-01  -4.691531617114e-01  -4.691531226965e-01   5.353736134608e-03   4.714891440807e+00   4.000000000000e+00  -4.988424597037e+01   4.766683467642e-02  -3.674788157473e+00   2.544612251367e+05   3.983535103979e-02   2.025622893451e+00   9.006315399430e-01  -3.913507039841e-02   8.000000000000e-03  -6.104958197021e-02   6.066385078881e-04   7.645276520954e-04  -9.718769903563e-03   3.189394007120e-02  -8.251102343926e-03   1.339746707676e-03
Horizon              wing_left              6.622924810801e-01  -7.987193114960e-01  -3.277452090373e+00  -1.896345622886e-01   9.004071975121e-01   0.000000000000e+00   1.155918440605e-01  -4.681469684451e-01  -4.681468527154e-01   8.875545581271e-03   4.737150498046e+00   4.000000000000e+00  -4.988530282115e+01   5.029326033232e-02  -3.693890017899e+00   2.548382088248e+05   3.985869347787e-02   2.027997509415e+00   9.028771533408e-01  -3.911513838617e-02   8.000000000000e-03  -6.101848860555e-02   1.016263558715e-03   1.266409707737e-03  -1.617111497637e-02   5.295415607175e-02  -1.367085458928e-02   2.254001145350e-03
Horizon              wing_left              6.601724663646e-01  -7.934126265160e-01  -3.267007428209e+00  -1.884237967871e-01   9.016052817173e-01   0.000000000000e+00   1.152218316907e-01  -4.666484183475e-01  -4.666481915491e-01   1.232663502006e-02   4.763000611703e+00   4.000000000000e+00  -4.988687436530e+01   5.346856311751e-02  -3.716719876002e+00   2.553965547536e+05   3.989294150411e-02   2.031484063785e+00   9.054220605622e-01  -3.908556410178e-02   8.000000000000e-03  -6.097235357421e-02   1.429318972325e-03   1.756334336243e-03  -2.256105569487e-02   7.364106108296e-02  -1.895241902177e-02   3.185492488730e-03
Horizon              wing_left              6.573739964364e-01  -7.864379211659e-01  -3.253219540671e+00  -1.868314753618e-01   9.031848720579e-01   0.000000000000e+00   1.147334065481e-01  -4.646702965198e-01  -4.646699288871e-01   1.567932199426e-02   4.790449272085e+00   4.000000000000e+00  -4.988892372249e+01   5.692143821422e-02  -3.741729348037e+00   2.561301905291e+05   3.993756577551e-02   2.036031444617e+00   9.080514878258e-01  -3.904672803019e-02   8.000000000000e-03  -6.091177042178e-02   1.843558513506e-03   2.229424362942e-03  -2.884534424616e-02   9.375224857252e-02  -2.402934789415e-02   4.128976033805e-03
Horizon              wing_left              6.539209468543e-01  -7.778791290533e-01  -3.236205510570e+00  -1.848759816648e-01   9.051309282463e-01   0.000000000000e+00   1.141307357037e-01  -4.622294795998e-01  -4.622289471410e-01   1.890653324104e-02   4.818142367469e+00   4.000000000000e+00  -4.989137684028e+01   6.042895734541e-02  -3.767848715306e+00   2.570314656851e+05   3.999192973768e-02   2.041578205867e+00   9.106217851214e-01  -3.899912447467e-02   8.000000000000e-03  -6.083751024707e-02   2.255828729765e-03   2.680934082426e-03  -3.497632594923e-02   1.130786098749e-01  -2.883600913461e-02   5.075998384510e-03
Horizon              wing_left              6.498427778197e-01  -7.678380966610e-01  -3.216109848779e+00  -1.825796839240e-01   9.074249762352e-01   0.000000000000e+00   1.134189609326e-01  -4.593467917770e-01  -4.593460771884e-01   2.198198354552e-02   4.845154178810e+00   4.000000000000e+00  -4.989411963951e+01   6.382100444077e-02  -3.794321771549e+00   2.580911809993e+05   4.005529265076e-02   2.048052653189e+00   9.130372932734e-01  -3.894335101972e-02   8.000000000000e-03  -6.075050526470e-02   2.662359880228e-03   3.106334006169e-03  -4.090356172303e-02   1.314121424868e-01  -3.331026347397e-02   6.015890334979e-03
Horizon              wing_left              6.451742828330e-01  -7.564326755889e-01  -3.193103286213e+00  -1.799685508441e-01   9.100453195501e-01   0.000000000000e+00   1.126041548463e-01  -4.560468271274e-01  -4.560459204017e-01   2.488035749054e-02   4.870877010879e+00   4.000000000000e+00  -4.989701280368e+01   6.699312278854e-02  -3.820620279402e+00   2.592987588138e+05   4.012683355325e-02   2.055375050371e+00   9.152381186801e-01  -3.888009608821e-02   8.000000000000e-03  -6.065182939453e-02   3.058993569277e-03   3.501388890689e-03  -4.657516496899e-02   1.485525845075e-01  -3.739570262241e-02   6.936581094971e-03
Horizon              wing_left              6.399552918472e-01  -7.437945647030e-01  -3.167381344587e+00  -1.770717131948e-01   9.129672866256e-01   0.000000000000e+00   1.116932690830e-01  -4.523577397860e-01  -4.523566384920e-01   2.757749399899e-02   4.894950269826e+00   4.000000000000e+00  -4.989991964758e+01   6.990958489911e-02  -3.846391895945e+00   2.606424775477e+05   4.020568371939e-02   2.063460706887e+00   9.171922193513e-01  -3.881012502044e-02   8.000000000000e-03  -6.054267654534e-02   3.441372117056e-03   3.862230233164e-03  -5.193898740533e-02   1.643131839021e-01  -4.104348610324e-02   7.825301811254e-03
Horizon              wing_left              6.342303314535e-01  -7.300669645414e-01  -3.139162696974e+00  -1.739209821837e-01   9.161635106946e-01   0.000000000000e+00   1.106940749988e-01  -4.483110037450e-01  -4.483097129782e-01   3.005057316501e-02   4.917208385453e+00   4.000000000000e+00  -4.990273203165e+01   7.259022722213e-02  -3.871424544071e+00   2.621096755788e+05   4.029095257702e-02   2.072222429043e+00   9.188895475290e-01  -3.873426513603e-02   8.000000000000e-03  -6.042433731189e-02   3.805095867617e-03   4.185420471917e-03  -5.694366964556e-02   1.785255462666e-01  -4.421373580503e-02   8.669189569160e-03
Horizon              wing_left              6.280482449951e-01  -7.154021097148e-01  -3.108687330980e+00  -1.705503366381e-01   9.196042382039e-01   0.000000000000e+00   1.096150973654e-01  -4.439411443297e-01  -4.439396763449e-01   3.227830443730e-02   4.937639426591e+00   4.000000000000e+00  -4.990538235703e+01   7.508813603205e-02  -3.895619077141e+00   2.636868796445e+05   4.038174014550e-02   2.081571624457e+00   9.203373596044e-01  -3.865339025156e-02   8.000000000000e-03  -6.029817482288e-02   4.145849514404e-03   4.468005522860e-03  -6.153954066370e-02   1.910434326431e-01  -4.687644601243e-02   9.455788788264e-03
Horizon              wing_left              6.214617758542e-01  -6.999587459691e-01  -3.076214529031e+00  -1.669953915730e-01   9.232576611906e-01   0.000000000000e+00   1.084655416395e-01  -4.392854436398e-01  -4.392838171971e-01   3.424111477066e-02   4.956350340356e+00   4.000000000000e+00  -4.990784131243e+01   7.746909005826e-02  -3.918965927516e+00   2.653598806634e+05   4.047713973312e-02   2.091418433543e+00   9.215562516340e-01  -3.856840511766e-02   8.000000000000e-03  -6.016560046323e-02   4.459498371923e-03   4.707554320799e-03  -6.567936480824e-02   2.017454582668e-01  -4.901190366935e-02   1.017344687570e-02
Horizon              wing_left              6.145271174630e-01  -6.838996171399e-01  -3.042020681935e+00  -1.632928608905e-01   9.270902685752e-01   0.000000000000e+00   1.072552154252e-01  -4.343836224720e-01  -4.343818619380e-01   3.592133491892e-02   4.973536729315e+00   4.000000000000e+00  -4.991010828735e+01   7.979834133803e-02  -3.941524042194e+00   2.671138029718e+05   4.057623817226e-02   2.101671628905e+00   9.225766959776e-01  -3.848023021152e-02   8.000000000000e-03  -6.002805015081e-02   4.742157150069e-03   4.902185877735e-03  -6.931895761943e-02   2.105367439295e-01  -5.061065329079e-02   1.081160675755e-02
Horizon              wing_left              6.073034338818e-01  -6.673890236100e-01  -3.006396953419e+00  -1.594800267409e-01   9.310672109270e-01   0.000000000000e+00   1.059944447991e-01  -4.292775014362e-01  -4.292756356913e-01   3.730338162263e-02   4.989456401995e+00   4.000000000000e+00  -4.991220096549e+01   8.213442687065e-02  -3.963401938297e+00   2.689331964039e+05   4.067811821818e-02   2.112238759778e+00   9.234359990615e-01  -3.838978727741e-02   8.000000000000e-03  -5.988696178011e-02   4.990235479015e-03   5.050584730394e-03  -7.241770156269e-02   2.173496258871e-01  -5.167306516038e-02   1.136100561296e-02
Horizon              wing_left              5.998523550320e-01  -6.505905083699e-01  -2.969646814762e+00  -1.555942274743e-01   9.351526729680e-01   0.000000000000e+00   1.046939862115e-01  -4.240106441566e-01  -4.240087053676e-01   3.837393306629e-02   5.004406558920e+00   4.000000000000e+00  -4.991414725922e+01   8.452739689685e-02  -3.984741162135e+00   2.708021580705e+05   4.078186422299e-02   2.123026661786e+00   9.241756684597e-01  -3.829798595259e-02   8.000000000000e-03  -5.974375435906e-02   5.200465321634e-03   5.152005195098e-03  -7.493899049334e-02   2.221435419272e-01  -5.220857548597e-02   1.181379335000e-02
Horizon              wing_left              5.922374508912e-01  -6.336647196932e-01  -2.932083469975e+00  -1.516723751686e-01   9.393102479261e-01   0.000000000000e+00   1.033649347167e-01  -4.186279856026e-01  -4.186260079207e-01   3.912209466089e-02   5.018704545757e+00   4.000000000000e+00  -4.991598017608e+01   8.701907310114e-02  -4.005702297502e+00   2.727044781878e+05   4.088657030897e-02   2.133942257845e+00   9.248391844731e-01  -3.820571175218e-02   8.000000000000e-03  -5.959980926571e-02   5.369915411109e-03   5.206264440302e-03  -7.685062435633e-02   2.249042052106e-01  -5.223466967537e-02   1.216358530510e-02
Horizon              wing_left              5.845236891365e-01  -6.167674911387e-01  -2.894027193103e+00  -1.477505124431e-01   9.435033078457e-01   0.000000000000e+00   1.020186293134e-01  -4.131754487191e-01  -4.131734669639e-01   3.953955196218e-02   5.032671945282e+00   4.000000000000e+00  -4.991773508964e+01   8.964384947396e-02  -4.026453404580e+00   2.746238007266e+05   4.099134978419e-02   2.144893523657e+00   9.254701531857e-01  -3.811381561852e-02   8.000000000000e-03  -5.945645394559e-02   5.495997291922e-03   5.213724328085e-03  -7.812516794918e-02   2.256421694959e-01  -5.177567903526e-02   1.240546241090e-02
Horizon              wing_left              5.767768808635e-01  -6.000481704639e-01  -2.855802600184e+00  -1.438634167289e-01   9.476953641342e-01   0.000000000000e+00   1.006665562045e-01  -4.076995526283e-01  -4.076976010133e-01   3.962070737787e-02   5.046621619435e+00   4.000000000000e+00  -4.991944864003e+01   9.242925668811e-02  -4.047160584658e+00   2.765437899962e+05   4.109534467007e-02   2.155790501041e+00   9.261107997065e-01  -3.802310517159e-02   8.000000000000e-03  -5.931494826261e-02   5.576466779375e-03   5.175262218832e-03  -7.874028123156e-02   2.243908847907e-01  -5.086145856114e-02   1.253593005795e-02
Horizon              wing_left              5.690631191088e-01  -5.836482194304e-01  -2.817735879203e+00  -1.400442583967e-01   9.518504129650e-01   0.000000000000e+00   9.932025080117e-02  -4.022470157447e-01  -4.022451266945e-01   3.936279725759e-02   5.060847229552e+00   4.000000000000e+00  -4.992115855381e+01   9.539589545227e-02  -4.067980286284e+00   2.784482954783e+05   4.119773445570e-02   2.166546264575e+00   9.268007505277e-01  -3.793433772980e-02   8.000000000000e-03  -5.917647361165e-02   5.609423911035e-03   5.092231353708e-03  -7.867902396459e-02   2.212043419536e-01  -4.952600949090e-02   1.255284500179e-02
Horizon              wing_left              5.614482149680e-01  -5.677000967656e-01  -2.780152001879e+00  -1.363243172210e-01   9.559332606830e-01   0.000000000000e+00   9.799119930636e-02  -3.968643571908e-01  -3.968625602884e-01   3.876598600577e-02   5.075614751517e+00   4.000000000000e+00  -4.992290376205e+01   9.855650965042e-02  -4.089052960957e+00   2.803215081068e+05   4.129774337426e-02   2.177077763141e+00   9.275760520659e-01  -3.784821510771e-02   8.000000000000e-03  -5.904212480318e-02   5.593313836476e-03   4.966411922860e-03  -7.793013426344e-02   2.161544072220e-01  -4.780610503595e-02   1.245531833970e-02
Horizon              wing_left              5.539971361182e-01  -5.523264270215e-01  -2.743371941501e+00  -1.327327596420e-01   9.599098250407e-01   0.000000000000e+00   9.669074071882e-02  -3.915974999112e-01  -3.915958210099e-01   3.783343401225e-02   5.091155530434e+00   4.000000000000e+00  -4.992472420405e+01   1.019140438102e-01  -4.110497697659e+00   2.821481015232e+05   4.139464557551e-02   2.187306464072e+00   9.284683749571e-01  -3.776538014058e-02   8.000000000000e-03  -5.891290464173e-02   5.526930587447e-03   4.799954421683e-03  -7.648827868450e-02   2.093279515652e-01  -4.573997126835e-02   1.224360184828e-02
Horizon              wing_left              5.467734525370e-01  -5.376394490334e-01  -2.707709921074e+00  -1.292964772404e-01   9.637474089234e-01   0.000000000000e+00   9.542997009268e-02  -3.864913788754e-01  -3.864898393919e-01   3.657133646028e-02   5.107660448970e+00   4.000000000000e+00  -4.992665961004e+01   1.054586310366e-01  -4.132407475942e+00   2.839133517629e+05   4.148776756856e-02   2.197158725996e+00   9.295043564302e-01  -3.768641483637e-02   8.000000000000e-03  -5.878972104290e-02   5.409425255215e-03   4.595317347540e-03  -7.435427051356e-02   2.008238837634e-01  -4.336606773229e-02   1.191896469945e-02
Horizon              wing_left              5.398387941458e-01  -5.237407293586e-01  -2.673470715915e+00  -1.260399848485e-01   9.674149441595e-01   0.000000000000e+00   9.421964387841e-02  -3.815895577076e-01  -3.815881741091e-01   3.498893044086e-02   5.125274770875e+00   4.000000000000e+00  -4.992874640479e+01   1.091637229348e-01  -4.154844637002e+00   2.856032288814e+05   4.157648730829e-02   2.206565825376e+00   9.307050312918e-01  -3.761184001414e-02   8.000000000000e-03  -5.867338646942e-02   5.240319731115e-03   4.355201675082e-03  -7.153525290596e-02   1.907501993384e-01  -4.072200433944e-02   1.148356756468e-02
Horizon              wing_left              5.332523250049e-01  -5.107211186812e-01  -2.640947034411e+00  -1.229853748347e-01   9.708832040249e-01   0.000000000000e+00   9.307008815250e-02  -3.769338570176e-01  -3.769326405019e-01   3.309846827060e-02   5.144093105239e+00   4.000000000000e+00  -4.993101182863e+01   1.129821620786e-01  -4.177836036615e+00   2.872044554290e+05   4.166022947526e-02   2.215463580222e+00   9.320852890158e-01  -3.754211625499e-02   8.000000000000e-03  -5.856461941455e-02   5.019526816250e-03   4.082484871992e-03  -6.804484467496e-02   1.792211599507e-01  -3.784362308122e-02   1.094034122149e-02
Horizon              wing_left              5.270702385465e-01  -4.986609228595e-01  -2.610417000056e+00  -1.201523223908e-01   9.741249840867e-01   0.000000000000e+00   9.199111051909e-02  -3.725639976023e-01  -3.725629539633e-01   3.091515546574e-02   5.164153631726e+00   4.000000000000e+00  -4.993346481193e+01   1.168439965717e-01  -4.201367071427e+00   2.887045317891e+05   4.173845718677e-02   2.223791588275e+00   9.336532607030e-01  -3.747764596637e-02   8.000000000000e-03  -5.846404762230e-02   4.747377212512e-03   3.780157486961e-03  -6.390324934375e-02   1.663547204924e-01  -3.476426576334e-02   1.029287699557e-02
Horizon              wing_left              5.213452781528e-01  -4.876302551950e-01  -2.582141756968e+00  -1.175581351791e-01   9.771152520498e-01   0.000000000000e+00   9.099191643491e-02  -3.685172615614e-01  -3.685163912268e-01   2.845705245385e-02   5.185430151671e+00   4.000000000000e+00  -4.993608464889e+01   1.206589288884e-01  -4.225373366207e+00   2.900917399333e+05   4.181066195812e-02   2.231492268191e+00   9.354094764126e-01  -3.741877634351e-02   8.000000000000e-03  -5.837221270723e-02   4.424653830917e-03   3.451265509544e-03  -5.913733294547e-02   1.522703244872e-01  -3.151424290772e-02   9.545337052045e-03
Horizon              wing_left              5.161262871670e-01  -4.776895327102e-01  -2.556363220052e+00  -1.152178395031e-01   9.798312682112e-01   0.000000000000e+00   9.008103067159e-02  -3.648281742199e-01  -3.648274724406e-01   2.574493979127e-02   5.207819736397e+00   4.000000000000e+00  -4.993881136688e+01   1.243262513185e-01  -4.249728513007e+00   2.913551542204e+05   4.187635606510e-02   2.238510146060e+00   9.373455462536e-01  -3.736580300189e-02   8.000000000000e-03  -5.828957582096e-02   4.052634350417e-03   3.098861549335e-03  -5.378068204412e-02   1.370871901389e-01  -2.812051399433e-02   8.702394581286e-03
Horizon              wing_left              5.114577921803e-01  -4.688900767826e-01  -2.533301989657e+00  -1.131442942933e-01   9.822526789527e-01   0.000000000000e+00   8.926622458527e-02  -3.615282095704e-01  -3.615276667406e-01   2.280214737882e-02   5.231123107917e+00   4.000000000000e+00  -4.994154444456e+01   1.277520123930e-01  -4.274226157759e+00   2.924846982496e+05   4.193507279715e-02   2.244791979552e+00   9.394420488247e-01  -3.731897405187e-02   8.000000000000e-03  -5.821652400852e-02   3.633144518529e-03   2.725966999469e-03  -4.787365727916e-02   1.209232018913e-01  -2.460658402407e-02   7.769218562214e-03
Horizon              wing_left              5.073796231457e-01  -4.612747774329e-01  -2.513155449118e+00  -1.113483236734e-01   9.843615863680e-01   0.000000000000e+00   8.855444981421e-02  -3.586455217475e-01  -3.586451238322e-01   1.965434891124e-02   5.255014940704e+00   4.000000000000e+00  -4.994415531433e+01   1.308668706070e-01  -4.298555032249e+00   2.934712676058e+05   4.198637722729e-02   2.250288010210e+00   9.416653165023e-01  -3.727849439010e-02   8.000000000000e-03  -5.815337690276e-02   3.168627464217e-03   2.335545558774e-03  -4.146345629477e-02   1.038944996405e-01  -2.099261504014e-02   6.751525322145e-03
Horizon              wing_left              5.039265735636e-01  -4.548787808774e-01  -2.496096061926e+00  -1.098388587086e-01   9.861425975838e-01   0.000000000000e+00   8.795177896978e-02  -3.562047048276e-01  -3.562044338747e-01   1.632932353562e-02   5.279001546785e+00   4.000000000000e+00  -4.994651131798e+01   1.336336668297e-01  -4.322265319761e+00   2.943068844643e+05   4.202988243134e-02   2.254953807350e+00   9.439628371596e-01  -3.724452999146e-02   8.000000000000e-03  -5.810039341972e-02   2.662237482937e-03   1.930486637099e-03  -3.460419780411e-02   8.611583329034e-02  -1.729574685376e-02   5.655727099776e-03
Horizon              wing_left              5.011281036354e-01  -4.497301616035e-01  -2.482269883484e+00  -1.086230791359e-01   9.875828575895e-01   0.000000000000e+00   8.746335382713e-02  -3.542265829999e-01  -3.542264177177e-01   1.285668740968e-02   5.302360922087e+00   4.000000000000e+00  -4.994849985606e+01   1.360377518703e-01  -4.344721670819e+00   2.949848051491e+05   4.206525983315e-02   2.258751485390e+00   9.462567196125e-01  -3.721721200027e-02   8.000000000000e-03  -5.805777814075e-02   2.117969267524e-03   1.513596847788e-03  -2.735705051491e-02   6.770176115293e-02  -1.353062628041e-02   4.489213242498e-03
Horizon              wing_left              4.990080889199e-01  -4.458505431262e-01  -2.471795300504e+00  -1.077065464261e-01   9.886720694038e-01   0.000000000000e+00   8.709334145736e-02  -3.527280329023e-01  -3.527279492833e-01   9.267598520751e-03   5.324048927117e+00   4.000000000000e+00  -4.995004130068e+01   1.380628549179e-01  -4.365028383091e+00   2.954995165320e+05   4.209223461044e-02   2.261649309119e+00   9.484334415273e-01  -3.719664043852e-02   8.000000000000e-03  -5.802568709727e-02   1.540837402594e-03   1.087599230798e-03  -1.979047154387e-02   4.876885216262e-02  -9.710164962936e-03   3.260808151374e-03
Horizon              wing_left              4.975846166351e-01  -4.432556356304e-01  -2.464762009070e+00  -1.070933204077e-01   9.894025052002e-01   0.000000000000e+00   8.684489867556e-02  -3.517218396360e-01  -3.517218116126e-01   5.594438731309e-03   5.342521427741e+00   4.000000000000e+00  -4.995108824900e+01   1.396589293112e-01  -4.381884888210e+00   2.958466056403e+05   4.211056399840e-02   2.263619443225e+00   9.503243760141e-01  -3.718288737269e-02   8.000000000000e-03  -5.800423271093e-02   9.371369548134e-04   6.551412774942e-04  -1.198071533828e-02   2.943927002090e-02  -5.846593663634e-03   1.981489650961e-03
Horizon              wing_left              4.968698313446e-01  -4.419556637657e-01  -2.461230240291e+00  -1.067860528537e-01   9.897690135916e-01   0.000000000000e+00   8.672014510793e-02  -3.512165876871e-01  -3.512165822660e-01   1.870477538879e-03   5.355376793179e+00   4.000000000000e+00  -4.995161693560e+01   1.407022148354e-01  -4.393293421947e+00   2.960225088374e+05   4.211999923317e-02   2.264633923751e+00   9.516666108508e-01  -3.717599933237e-02   8.000000000000e-03  -5.799348756654e-02   3.148917805264e-04   2.188135205396e-04  -4.013115544661e-03   9.846943912016e-03  -1.953044897426e-03   6.656397363805e-04
Horizon              wing_left              4.966908486554e-01  -4.416304680726e-01  -2.460345877154e+00  -1.067091818401e-01   9.899066826660e-01   0.000000000000e+00   8.668890673561e-02  -3.510900722792e-01  -3.510900668652e-01   1.870651006217e-03   3.716504754571e+00   6.000000000000e+00  -4.995174929973e+01   2.403851674112e-02  -3.050762315918e+00   2.954075678112e+05   4.202665586553e-02   2.254607602357e+00   9.541107638699e-01  -5.576141455592e-02   1.200000000000e-02  -8.698619969379e-02   1.874580981539e-04   2.582821752678e-04  -4.011780264011e-03   9.817861545664e-03  -2.009510262528e-03   3.282197318403e-04
Horizon              wing_left              4.959760633649e-01  -4.403330364632e-01  -2.456814060487e+00  -1.064024652173e-01   9.902729847243e-01   0.000000000000e+00   8.656415316798e-02  -3.505848203303e-01  -3.505847924885e-01   5.597028914316e-03   3.729726544714e+00   6.000000000000e+00  -4.995227765700e+01   2.523464274547e-02  -3.062140343581e+00   2.955811907972e+05   4.203580183220e-02   2.255589018047e+00   9.554596370797e-01  -5.575110415259e-02   1.200000000000e-02  -8.697011576174e-02   5.649726320497e-04   7.721252654285e-04  -1.202552348640e-02   2.938725239245e-02  -6.007491267633e-03   9.914469598140e-04
Horizon              wing_left              4.945525910801e-01  -4.377552906193e-01  -2.449780445527e+00  -1.057929612201e-01   9.910019157548e-01   0.000000000000e+00   8.631571038618e-02  -3.495786270640e-01  -3.495785445014e-01   9.278726569453e-03   3.748809731473e+00   6.000000000000e+00  -4.995333236594e+01   2.707410478844e-02  -3.078883910264e+00   2.959242673975e+05   4.205363684560e-02   2.257503433507e+00   9.573516127773e-01  -5.573062482795e-02   1.200000000000e-02  -8.693816860550e-02   9.467607627122e-04   1.277616914573e-03  -1.999230445991e-02   4.871568875563e-02  -9.934751861390e-03   1.666372405985e-03
Horizon              wing_left              4.924325763646e-01  -4.339311023657e-01  -2.439304817592e+00  -1.048884501976e-01   9.920861669905e-01   0.000000000000e+00   8.594569801641e-02  -3.480800769665e-01  -3.480799153006e-01   1.288626441868e-02   3.771239356858e+00   6.000000000000e+00  -4.995490102896e+01   2.932204491005e-02  -3.098939291996e+00   2.964324757808e+05   4.207981870133e-02   2.260315272516e+00   9.595136420264e-01  -5.570025684972e-02   1.200000000000e-02  -8.689079543465e-02   1.332020862968e-03   1.769089531679e-03  -2.786272519723e-02   6.760223234077e-02  -1.373764938276e-02   2.351664939576e-03
Horizon              wing_left              4.896341064364e-01  -4.289103835835e-01  -2.425476228020e+00  -1.037004094859e-01   9.935148961751e-01   0.000000000000e+00   8.545727287376e-02  -3.461019551387e-01  -3.461016933928e-01   1.639062524261e-02   3.795362920196e+00   6.000000000000e+00  -4.995695185442e+01   3.178503975101e-02  -3.120951254552e+00   2.971000050376e+05   4.211392787956e-02   2.263981103112e+00   9.617685480130e-01  -5.566041241261e-02   1.200000000000e-02  -8.682863926106e-02   1.718624595394e-03   2.241003863411e-03  -3.558103553888e-02   8.583722385067e-02  -1.736262547119e-02   3.042530269642e-03
Horizon              wing_left              4.861810568543e-01  -4.227580427904e-01  -2.408412247576e+00  -1.022437876171e-01   9.952738649357e-01   0.000000000000e+00   8.485460202933e-02  -3.436611382188e-01  -3.436607596884e-01   1.976344175061e-02   3.820042391641e+00   6.000000000000e+00  -4.995942327167e+01   3.429801444980e-02  -3.143975704313e+00   2.979194589416e+05   4.215545134432e-02   2.268447781450e+00   9.639967748129e-01  -5.561162643132e-02   1.200000000000e-02  -8.675253453623e-02   2.103556387707e-03   2.688067073788e-03  -4.308752589559e-02   1.032112855563e-01  -2.075858694030e-02   3.731820462433e-03
Horizon              wing_left              4.821028878197e-01  -4.155526451828e-01  -2.388257979969e+00  -1.005367131185e-01   9.973456211695e-01   0.000000000000e+00   8.414282725827e-02  -3.407784503960e-01  -3.407779433061e-01   2.297718647504e-02   3.844482414079e+00   6.000000000000e+00  -4.996222024455e+01   3.672987156297e-02  -3.167337343281e+00   2.988818931702e+05   4.220378414703e-02   2.273652483998e+00   9.661174309439e-01  -5.555454463643e-02   1.200000000000e-02  -8.666348858127e-02   2.483195836844e-03   3.105335677960e-03  -5.032015709901e-02   1.195222890598e-01  -2.387880267957e-02   4.410801914906e-03
Horizon              wing_left              4.774343928330e-01  -4.073848173621e-01  -2.365184843107e+00  -9.860014593977e-02   9.997097214904e-01   0.000000000000e+00   8.332802117195e-02  -3.374784857464e-01  -3.374778436712e-01   2.600536411951e-02   3.868140884303e+00   6.000000000000e+00  -4.996522336221e+01   3.899578408970e-02  -3.190556182005e+00   2.999769755574e+05   4.225824724394e-02   2.279524471934e+00   9.680783455440e-01  -5.548990950016e-02   1.200000000000e-02  -8.656265963144e-02   2.853538681717e-03   3.488308847992e-03  -5.721592417815e-02   1.345813434665e-01  -2.668247214795e-02   5.069798726040e-03
Horizon              wing_left              4.722154018472e-01  -3.983554450355e-01  -2.339389127637e+00  -9.645748106539e-02   1.002342990084e+00   0.000000000000e+00   8.241713540862e-02  -3.337893984049e-01  -3.337886204356e-01   2.882270616752e-02   3.890672277740e+00   6.000000000000e+00  -4.996830943996e+01   4.106331276240e-02  -3.213302715818e+00   3.011932250602e+05   4.231811498122e-02   2.285987903354e+00   9.698496986860e-01  -5.541854446894e-02   1.200000000000e-02  -8.645133223943e-02   3.210381092832e-03   3.833012405489e-03  -6.371209180123e-02   1.482179954221e-01  -2.913596916199e-02   5.698758077164e-03
Horizon              wing_left              4.664904414535e-01  -3.885737171784e-01  -2.311090344103e+00  -9.413411508371e-02   1.005219809644e+00   0.000000000000e+00   8.141794132445e-02  -3.297426623640e-01  -3.297417530250e-01   3.140536716193e-02   3.911886730631e+00   6.000000000000e+00  -4.997137379758e+01   4.294581891324e-02  -3.235367413595e+00   3.025182544953e+05   4.238264146522e-02   2.292964547790e+00   9.714193681750e-01  -5.534133702096e-02   1.200000000000e-02  -8.633089084566e-02   3.549474653193e-03   4.136070815492e-03  -6.974732761660e-02   1.602845833139e-01  -3.121373018209e-02   6.287744566118e-03
Horizon              wing_left              4.603083549951e-01  -3.781550733019e-01  -2.280529371898e+00  -9.165698735604e-02   1.008312439434e+00   0.000000000000e+00   8.033896369104e-02  -3.253728029487e-01  -3.253717718745e-01   3.373112163791e-02   3.931718363227e+00   6.000000000000e+00  -4.997434377735e+01   4.468644445368e-02  -3.256638077903e+00   3.039389600813e+05   4.245107779713e-02   2.300375542974e+00   9.727892834710e-01  -5.525922108481e-02   1.200000000000e-02  -8.620279235181e-02   3.866654365332e-03   4.394763499053e-03  -7.526271915731e-02   1.706596207641e-01  -3.289875835184e-02   6.827360352558e-03
