# alpha                     Rey                       Mach                      CL                        CD                        Cm                       
        -2.0943951024E-01          4.7145860000E+06          0.0000000000E+00         -1.3321000000E+00          1.2750000000E-02         -1.5000000000E-03
        -2.0943951024E-01          4.7145860000E+06          4.7368421053E-02         -1.3346000000E+00          1.2810000000E-02         -1.8000000000E-03
        -2.0943951024E-01          4.7145860000E+06          9.4736842105E-02         -1.3425000000E+00          1.3000000000E-02         -2.8000000000E-03
        -2.0943951024E-01          4.7145860000E+06          1.4210526316E-01         -1.3556000000E+00          1.3360000000E-02         -4.6000000000E-03
        -2.0943951024E-01          4.7145860000E+06          1.8947368421E-01         -1.3741000000E+00          1.4000000000E-02         -7.3000000000E-03
        -2.0943951024E-01          4.7145860000E+06          2.3684210526E-01         -1.3976000000E+00          1.5060000000E-02         -1.1200000000E-02
        -2.0943951024E-01          4.7145860000E+06          2.8421052632E-01         -1.4256000000E+00          1.6760000000E-02         -1.6900000000E-02
        -2.0943951024E-01          4.7145860000E+06          3.3157894737E-01         -1.4265000000E+00          2.2500000000E-02         -2.6400000000E-02
        -2.0943951024E-01          1.2714586000E+07          0.0000000000E+00         -1.3488000000E+00          1.0330000000E-02          7.0000000000E-04
        -2.0943951024E-01          1.2714586000E+07          4.7368421053E-02         -1.3516000000E+00          1.0370000000E-02          4.0000000000E-04
        -2.0943951024E-01          1.2714586000E+07          9.4736842105E-02         -1.3601000000E+00          1.0500000000E-02         -5.0000000000E-04
        -2.0943951024E-01          1.2714586000E+07          1.4210526316E-01         -1.3746000000E+00          1.0740000000E-02         -2.2000000000E-03
        -2.0943951024E-01          1.2714586000E+07          1.8947368421E-01         -1.3953000000E+00          1.1160000000E-02         -4.7000000000E-03
        -2.0943951024E-01          1.2714586000E+07          2.3684210526E-01         -1.4237000000E+00          1.1730000000E-02         -8.4000000000E-03
        -2.0943951024E-01          1.2714586000E+07          2.8421052632E-01         -1.4610000000E+00          1.2520000000E-02         -1.3600000000E-02
        -2.0943951024E-01          2.0714586000E+07          0.0000000000E+00         -1.3547000000E+00          9.5100000000E-03          1.6000000000E-03
        -2.0943951024E-01          2.0714586000E+07          4.7368421053E-02         -1.3575000000E+00          9.5500000000E-03          1.2000000000E-03
        -2.0943951024E-01          2.0714586000E+07          9.4736842105E-02         -1.3661000000E+00          9.6900000000E-03          3.0000000000E-04
        -2.0943951024E-01          2.0714586000E+07          1.4210526316E-01         -1.3810000000E+00          9.9000000000E-03         -1.3000000000E-03
        -2.0943951024E-01          2.0714586000E+07          1.8947368421E-01         -1.4030000000E+00          1.0180000000E-02         -3.8000000000E-03
        -2.0943951024E-01          2.0714586000E+07          2.3684210526E-01         -1.4324000000E+00          1.0660000000E-02         -7.4000000000E-03
        -2.0943951024E-01          2.0714586000E+07          2.8421052632E-01         -1.4709000000E+00          1.1390000000E-02         -1.2600000000E-02
        -2.0943951024E-01          2.0714586000E+07          3.3157894737E-01         -1.5210000000E+00          1.2500000000E-02         -2.0000000000E-02
        -2.0943951024E-01          2.8714586000E+07          0.0000000000E+00         -1.3583000000E+00          9.0300000000E-03          2.0000000000E-03
        -2.0943951024E-01          2.8714586000E+07          4.7368421053E-02         -1.3612000000E+00          9.0600000000E-03          1.7000000000E-03
        -2.0943951024E-01          2.8714586000E+07          9.4736842105E-02         -1.3701000000E+00          9.1600000000E-03          8.0000000000E-04
        -2.0943951024E-01          2.8714586000E+07          1.4210526316E-01         -1.3853000000E+00          9.3300000000E-03         -8.0000000000E-04
        -2.0943951024E-01          2.8714586000E+07          1.8947368421E-01         -1.4072000000E+00          9.6500000000E-03         -3.3000000000E-03
        -2.0943951024E-01          3.6714586000E+07          0.0000000000E+00         -1.3610000000E+00          8.6600000000E-03          2.4000000000E-03
        -2.0943951024E-01          3.6714586000E+07          4.7368421053E-02         -1.3639000000E+00          8.6900000000E-03          2.1000000000E-03
        -2.0943951024E-01          3.6714586000E+07          9.4736842105E-02         -1.3728000000E+00          8.7900000000E-03          1.2000000000E-03
        -2.0943951024E-01          3.6714586000E+07          1.4210526316E-01         -1.3879000000E+00          9.0000000000E-03         -4.0000000000E-04
        -2.0943951024E-01          3.6714586000E+07          1.8947368421E-01         -1.4096000000E+00          9.3600000000E-03         -3.0000000000E-03
        -2.0943951024E-01          3.6714586000E+07          2.3684210526E-01         -1.4399000000E+00          9.7800000000E-03         -6.5000000000E-03
        -2.0943951024E-01          3.6714586000E+07          2.8421052632E-01         -1.4800000000E+00          1.0370000000E-02         -1.1600000000E-02
        -2.0943951024E-01          4.4714586000E+07          0.0000000000E+00         -1.3629000000E+00          8.3900000000E-03          2.7000000000E-03
        -2.0943951024E-01          4.4714586000E+07          4.7368421053E-02         -1.3659000000E+00          8.4300000000E-03          2.4000000000E-03
        -2.0943951024E-01          4.4714586000E+07          9.4736842105E-02         -1.3746000000E+00          8.5600000000E-03          1.4000000000E-03
        -2.0943951024E-01          4.4714586000E+07          1.4210526316E-01         -1.3895000000E+00          8.8100000000E-03         -2.0000000000E-04
        -2.0943951024E-01          4.4714586000E+07          1.8947368421E-01         -1.4119000000E+00          9.0800000000E-03         -2.7000000000E-03
        -2.0943951024E-01          4.4714586000E+07          2.3684210526E-01         -1.4420000000E+00          9.5500000000E-03         -6.3000000000E-03
        -2.0943951024E-01          4.4714586000E+07          2.8421052632E-01         -1.4829000000E+00          1.0060000000E-02         -1.1300000000E-02
        -1.8849555922E-01          4.7145860000E+06          0.0000000000E+00         -1.2073000000E+00          1.1240000000E-02         -5.0000000000E-04
        -1.8849555922E-01          4.7145860000E+06          4.7368421053E-02         -1.2095000000E+00          1.1300000000E-02         -7.0000000000E-04
