0,uCRM-9_w10
0.055555555555556,uCRM-9_w15
0.111111111111111,uCRM-9_w20
0.166666666666667,uCRM-9_w25
0.222222222222222,uCRM-9_w30
0.277777777777778,uCRM-9_w35
0.3,uCRM-9_w37
0.333333333333333,uCRM-9_w40
0.388888888888889,uCRM-9_w45
0.444444444444444,uCRM-9_w50
0.5,uCRM-9_w55
0.555555555555556,uCRM-9_w60
0.611111111111111,uCRM-9_w65
0.666666666666667,uCRM-9_w70
0.722222222222222,uCRM-9_w75
0.777777777777778,uCRM-9_w80
0.833333333333333,uCRM-9_w85
0.888888888888889,uCRM-9_w90
0.944444444444444,uCRM-9_w95
1,uCRM-9_w100
