1	0.001100726496
0.99	0.005455854701
0.98	0.009799957265
0.97	0.01412568376
0.96	0.01841833333
0.94	0.02687316239
0.92	0.03512769231
0.9	0.0431874359
0.88	0.05106525641
0.86	0.05875564103
0.84	0.06625307692
0.82	0.07354837607
0.8	0.08064153846
0.78	0.08752153846
0.76	0.09419021368
0.74	0.1006402137
0.72	0.1068752137
0.7	0.1128897009
0.68	0.11868
0.66	0.1242314103
0.64	0.1295182051
0.62	0.1345238462
0.6	0.1392226068
0.58	0.1435997863
0.56	0.1476480342
0.54	0.1513655128
0.52	0.1547522222
0.5	0.1578081624
0.48	0.1605278205
0.46	0.1628909829
0.44	0.1648664103
0.42	0.1664247009
0.4	0.167536453
0.38	0.1681796154
0.36	0.1683744017
0.34	0.1681557265
0.32	0.1675640171
0.3	0.166634188
0.28	0.1653882906
0.26	0.1637013675
0.24	0.1613988462
0.22	0.1582969658
0.2	0.1542119658
0.18	0.1489729487
0.16	0.142545
0.14	0.1349464957
0.12	0.1260965812
0.1	0.1157655556
0.08	0.1036979915
0.06	0.08959619658
0.05	0.08136004274
0.04	0.07190188034
0.03	0.06068145299
0.02	0.0466274359
0.012	0.03281598291
0.008	0.02523952991
0.004	0.01639880342
0.002	0.01066363248
0.001	0.006848760684
0.0005	0.004298162393
0	0
0.0005	-0.008581623932
0.001	-0.01091905983
0.002	-0.01435354701
0.004	-0.01931876068
0.008	-0.02625205128
0.012	-0.03118970085
0.02	-0.03725196581
0.03	-0.04154094017
0.04	-0.04505995726
0.05	-0.04786047009
0.06	-0.04985059829
0.08	-0.05229645299
0.1	-0.05398705128
0.12	-0.05506021368
0.14	-0.05556923077
0.16	-0.05559679487
0.18	-0.05521824786
0.2	-0.05451444444
0.22	-0.05355705128
0.24	-0.05240487179
0.26	-0.05111487179
0.28	-0.04974401709
0.3	-0.04834376068
0.32	-0.04696188034
0.34	-0.0456057265
0.36	-0.0442624359
0.38	-0.04292833333
0.4	-0.04159239316
0.42	-0.04025094017
0.44	-0.03890397436
0.46	-0.03755149573
0.48	-0.03619901709
0.5	-0.03484470085
0.52	-0.03349222222
0.54	-0.0321415812
0.56	-0.03079277778
0.58	-0.02944397436
0.6	-0.02809517094
0.62	-0.02674636752
0.64	-0.0253975641
0.66	-0.02404692308
0.68	-0.02269628205
0.7	-0.02134747863
0.72	-0.01999683761
0.74	-0.01864803419
0.76	-0.01729739316
0.78	-0.01594858974
0.8	-0.01459794872
0.82	-0.0132491453
0.84	-0.01189850427
0.86	-0.01054970085
0.88	-0.009199059829
0.9	-0.00785025641
0.92	-0.006499615385
0.94	-0.005150811966
0.96	-0.00380017094
0.97	-0.003125769231
0.98	-0.002451367521
0.99	-0.001776965812
1	-0.001100726496
