1	-0.001172225
0.989949643	-0.002075442
0.979909571	-0.00293099
0.969869615	-0.003787915
0.959829747	-0.00464586
0.949789832	-0.005503247
0.939749841	-0.006359756
0.929709804	-0.007215723
0.91966975	-0.008071491
0.909629697	-0.008927265
0.899589637	-0.009782967
0.889549584	-0.010638738
0.879509533	-0.011494538
0.869469495	-0.012350491
0.859429481	-0.013206727
0.849389503	-0.014063393
0.83934957	-0.01492058
0.829309695	-0.015778433
0.819269885	-0.016637069
0.809230134	-0.017496378
0.799190414	-0.018356058
0.789150695	-0.019215745
0.77911091	-0.020074659
0.769070997	-0.020932072
0.759030885	-0.021787165
0.748990498	-0.022639006
0.738949765	-0.023486776
0.728908619	-0.024329627
0.718867005	-0.025166893
0.708824879	-0.02599798
0.698782185	-0.026822186
0.688738882	-0.027638934
0.678694935	-0.028447725
0.668650309	-0.02924804
0.658604959	-0.030039222
0.648558861	-0.03082084
0.638511993	-0.031592493
0.628464326	-0.032353679
0.618415847	-0.033104067
0.608366544	-0.033843335
0.598316395	-0.034571006
0.588265387	-0.035286726
0.578213513	-0.035990174
0.568160761	-0.036680958
0.558107114	-0.037358585
0.548052563	-0.038022669
0.537997098	-0.038672769
0.527940707	-0.039308375
0.517883384	-0.039929071
0.507825125	-0.040534395
0.49776592	-0.041123806
0.487705775	-0.041696931
0.477644693	-0.04225338
0.467582673	-0.042792582
0.457519724	-0.043314173
0.447455859	-0.043817773
0.437391081	-0.044302791
0.427325404	-0.044768763
0.417258841	-0.045215195
0.407191406	-0.045641492
0.397123114	-0.046047044
0.387053982	-0.046431185
0.376984029	-0.046793161
0.366913279	-0.047132232
0.356841757	-0.047447552
0.346769494	-0.047738212
0.336696525	-0.048003271
0.32662289	-0.048241677
0.316548636	-0.048452284
0.306473817	-0.04863386
0.296398498	-0.048785158
0.286322754	-0.048904812
0.276246671	-0.048991309
0.26617035	-0.04904299
0.256093909	-0.049058191
0.246017483	-0.049034991
0.235941234	-0.048971159
0.225865349	-0.04886437
0.215790055	-0.048711805
0.20571562	-0.048510405
0.195642365	-0.048256799
0.185570678	-0.047947198
0.175501024	-0.047577365
0.165433967	-0.047142637
0.155370179	-0.046637891
0.145310484	-0.046057342
0.135255869	-0.045394678
0.125207544	-0.044642717
0.115166998	-0.043793252
0.105136119	-0.042836478
0.095117428	-0.041759693
0.085114474	-0.040545577
0.075132595	-0.039169201
0.065180476	-0.037592486
0.05527292	-0.035757332
0.045436407	-0.033574758
0.035720716	-0.030908124
0.026224041	-0.02754897
0.017148722	-0.023187094
0.008933257	-0.017384053
0.002575186	-0.009629209
0	0
0.002535263	0.009646673
0.00884674	0.017439408
0.017048936	0.023263021
0.026119244	0.027638336
0.035613863	0.031007334
0.045329059	0.033680903
0.055165927	0.035868191
0.065074314	0.03770638
0.075027511	0.039285061
0.0850106	0.040662713
0.095014853	0.04187753
0.105034883	0.042954726
0.115067126	0.043911665
0.125109058	0.044761043
0.135158781	0.04551274
0.145214797	0.046175045
0.1552759	0.046755063
0.165341093	0.047259197
0.175409559	0.047693174
0.185480616	0.048062223
0.195553704	0.048371005
0.205628356	0.048623694
0.215704186	0.048824105
0.22578087	0.048975655
0.23585814	0.049081399
0.245935771	0.049144132
0.256013573	0.049166193
0.266091387	0.04914982
0.276169076	0.049096947
0.286246523	0.049009251
0.296323626	0.048888359
0.3064003	0.048735759
0.316476469	0.048552842
0.32655207	0.048340913
0.336627049	0.048101175
0.346701357	0.047834755
0.356774955	0.047542711
0.366847808	0.047226031
0.376919886	0.046885563
0.386991163	0.046522154
0.397061616	0.046136606
0.407131226	0.045729614
0.417199975	0.045301854
0.427267849	0.044853962
0.437334834	0.044386535
0.447400917	0.043900053
0.457466084	0.043394971
0.467530332	0.042871899
0.47759365	0.04233123
0.487656027	0.041773328
0.497717465	0.041198718
0.507777958	0.040607816
0.517837506	0.040001016
0.527896114	0.039378844
0.537953789	0.038741757
0.548010535	0.038090175
0.558066367	0.037424636
0.568121292	0.036745524
0.578175316	0.036053207
0.588228463	0.035348273
0.598280744	0.034631078
0.608332164	0.033901932
0.618382738	0.033161211
0.628432485	0.032409346
0.638481416	0.03164666
0.648529548	0.030873511
0.658576909	0.030090419
0.668623523	0.029297789
0.678669414	0.028496052
0.68871462	0.027685766
0.698759181	0.026867534
0.708803135	0.026041881
0.71884652	0.025209338
0.728889389	0.024370585
0.738931791	0.023526263
0.748973781	0.022677052
0.75901542	0.021823705
0.769056785	0.02096714
0.77909795	0.020108232
0.789138985	0.019247811
0.799179958	0.018386657
0.809220931	0.017525506
0.819261937	0.016664737
0.829302998	0.015804612
0.839344124	0.014945253
0.849385311	0.014086605
0.859426543	0.013228474
0.869467805	0.012370705
0.879509095	0.011513256
0.889550399	0.010655971
0.899591704	0.0097987
0.909633013	0.008941479
0.919674318	0.008084211
0.929715619	0.007226886
0.939756905	0.006369395
0.949798144	0.005511359
0.95983931	0.004652456
0.969880424	0.003792957
0.979921626	0.002934483
0.989962936	0.002077268
1	0.001172225
